customer_id,signup_date,home_city,segment,age,household_size,income_band,acquisition_channel,propensity_score
C004467,2022-10-28,Dhaka,Investor,22.0,2,Upper-Mid,Organic,0.91
C004468,2022-10-24,Chattogram,End-User,22.0,4,Mid,Organic,0.589
C004469,2022-01-14,Chattogram,End-User,36.0,4,Lower-Mid,Organic,0.414
C004470,2024-09-16,Dhaka,End-User,42.0,4,High,Facebook,0.647
C004471,2022-09-10,Chattogram,Investor,47.0,7,Upper-Mid,Paid Search,0.848
C004472,2022-06-25,Chattogram,Investor,19.0,3,Mid,Facebook,0.77
C004473,2022-06-11,Chattogram,End-User,40.0,1,Lower-Mid,Paid Search,0.428
C004474,2024-11-19,Dhaka,End-User,28.0,3,Mid,Facebook,0.464
C004475,2023-05-24,Chattogram,Renter-to-Owner,60.0,4,Lower-Mid,Paid Search,0.527
C004476,2022-12-15,Khulna,End-User,46.0,3,Upper-Mid,Organic,0.652
C004477,2023-03-07,Sylhet,Investor,49.0,3,Lower-Mid,Facebook,0.549
C004478,2022-04-05,Sylhet,Renter-to-Owner,41.0,2,Lower-Mid,Email,0.565
C004479,2022-12-01,Dhaka,Business Buyer,37.0,7,Lower-Mid,Marketplace,0.571
C004480,2022-09-23,Dhaka,End-User,30.0,4,Lower-Mid,Organic,0.421
C004481,2024-05-06,Chattogram,Renter-to-Owner,29.0,3,Mid,Facebook,0.54
C004482,2022-03-04,Dhaka,Renter-to-Owner,27.0,6,Upper-Mid,Paid Search,0.675
C004483,2023-03-30,Chattogram,Business Buyer,40.0,3,Upper-Mid,Facebook,0.608
C004484,2024-04-22,Mymensingh,End-User,48.0,4,,Paid Search,0.312
C004485,2024-06-07,Dhaka,Investor,31.0,2,Low,Email,0.641
C004486,2023-07-01,Chattogram,Investor,27.0,5,Lower-Mid,Marketplace,0.601
C004487,2022-08-26,Sylhet,Renter-to-Owner,21.0,2,Upper-Mid,Paid Search,0.626
C004488,2022-12-26,Khulna,Renter-to-Owner,36.0,4,Upper-Mid,Paid Search,0.777
C004489,2022-08-25,Dhaka,End-User,45.0,6,Low,Facebook,0.378
C004490,2023-12-07,Dhaka,Investor,46.0,4,,Referral,0.786
C004491,2022-11-08,Mymensingh,Investor,46.0,1,Upper-Mid,Broker Network,0.797
C004492,2023-11-04,Dhaka,End-User,38.0,4,Mid,Organic,0.577
C004493,2023-11-30,Rajshahi,Business Buyer,35.0,4,Lower-Mid,Organic,0.639
C004494,2024-09-28,Barishal,End-User,46.0,5,Lower-Mid,Referral,0.548
C004495,2023-01-30,Dhaka,End-User,24.0,6,Low,Facebook,0.533
C004496,2024-10-21,Sylhet,End-User,30.0,6,Low,Referral,0.457
C004497,2023-03-04,Dhaka,Renter-to-Owner,49.0,4,Mid,Paid Search,0.697
C004498,2023-12-27,Dhaka,Renter-to-Owner,24.0,3,Mid,Organic,0.853
C004499,2023-12-07,Chattogram,End-User,34.0,2,Lower-Mid,Organic,0.647
C004500,2024-05-21,Mymensingh,End-User,40.0,3,Mid,Broker Network,0.593
C004501,2023-05-16,Dhaka,Renter-to-Owner,35.0,4,Low,Facebook,0.512
C004502,2024-04-24,Dhaka,Business Buyer,44.0,2,Low,Organic,0.57
C004503,2023-01-14,Mymensingh,End-User,48.0,2,Low,Paid Search,0.367
C004504,2023-06-08,Dhaka,Investor,38.0,4,,Email,0.657
C004505,2023-06-17,Rangpur,End-User,47.0,3,High,Facebook,0.751
C004506,2024-01-21,Rajshahi,End-User,26.0,4,Lower-Mid,Email,0.511
C004507,2023-10-22,Khulna,End-User,33.0,3,Low,Marketplace,0.347
C004508,2022-03-25,Barishal,Business Buyer,56.0,4,Upper-Mid,Organic,0.771
C004509,2024-05-12,Sylhet,End-User,51.0,3,Lower-Mid,Marketplace,0.343
C004510,2024-03-19,Dhaka,Business Buyer,23.0,1,Lower-Mid,Paid Search,0.593
C004511,2022-04-22,Mymensingh,End-User,34.0,5,Lower-Mid,Referral,0.549
C004512,2024-10-22,Mymensingh,Investor,35.0,3,Low,Facebook,0.616
C004513,2023-12-06,Rangpur,End-User,38.0,3,Low,Referral,0.333
C004514,2022-04-01,Rajshahi,End-User,45.0,3,Mid,Referral,0.628
C004515,2023-06-08,Khulna,Renter-to-Owner,51.0,4,Lower-Mid,Organic,0.564
C004516,2024-06-10,Khulna,End-User,34.0,4,,Facebook,0.345
C004517,2022-10-26,Dhaka,Investor,44.0,4,Upper-Mid,Organic,0.95
C004518,2024-09-21,Khulna,Business Buyer,40.0,3,Low,Organic,0.663
C004519,2023-03-23,Rajshahi,End-User,34.0,4,Lower-Mid,Facebook,0.511
C004520,2022-08-30,Rajshahi,End-User,19.0,4,Low,Referral,0.458
C004521,2023-01-15,Chattogram,Renter-to-Owner,43.0,6,Low,Paid Search,0.425
C004522,2023-07-14,Chattogram,Investor,39.0,4,Mid,Organic,0.896
C004523,2024-01-04,Rajshahi,Investor,38.0,2,Low,Marketplace,0.697
C004524,2024-09-16,Chattogram,End-User,25.0,4,Low,Facebook,0.478
C004525,2022-07-27,Mymensingh,End-User,52.0,3,Lower-Mid,Referral,0.569
C004526,2024-10-20,Sylhet,End-User,35.0,1,Upper-Mid,Organic,0.683
C004527,2023-07-17,Dhaka,Business Buyer,24.0,1,Mid,Referral,0.805
C004528,2022-05-17,Dhaka,End-User,22.0,4,Low,Broker Network,0.47
C004529,2024-09-14,Sylhet,Business Buyer,40.0,4,Lower-Mid,Organic,0.608
C004530,2023-01-08,Chattogram,Investor,40.0,3,Lower-Mid,Facebook,0.615
C004531,2023-10-24,Rangpur,Investor,,5,Lower-Mid,Organic,0.95
C004532,2024-01-15,Dhaka,End-User,38.0,2,Lower-Mid,Organic,0.478
C004533,2022-01-15,Dhaka,Investor,40.0,2,Mid,Referral,0.888
C004534,2022-08-25,Chattogram,End-User,35.0,3,High,Referral,0.739
C004535,2024-01-02,Sylhet,Renter-to-Owner,28.0,3,Upper-Mid,Facebook,0.66
C004536,2022-12-13,Mymensingh,Renter-to-Owner,43.0,4,Lower-Mid,Facebook,0.426
C004537,2022-01-10,Rangpur,Renter-to-Owner,42.0,3,Upper-Mid,Facebook,0.596
C004538,2022-01-25,Khulna,Investor,39.0,1,Lower-Mid,Facebook,0.679
C004539,2024-05-30,Barishal,Renter-to-Owner,26.0,1,Upper-Mid,Paid Search,0.73
C004540,2022-06-13,Dhaka,End-User,22.0,4,Mid,Paid Search,0.687
C004541,2022-04-18,Khulna,Renter-to-Owner,35.0,2,Mid,Paid Search,0.612
C004542,2023-08-23,Mymensingh,Renter-to-Owner,42.0,1,Lower-Mid,Marketplace,0.522
C004543,2022-05-07,Chattogram,Investor,43.0,5,Mid,Paid Search,0.737
C004544,2023-11-28,Mymensingh,End-User,39.0,6,Mid,Paid Search,0.462
C004545,2023-08-04,Dhaka,Business Buyer,30.0,4,Mid,Facebook,0.697
C004546,2023-11-23,Dhaka,End-User,27.0,4,Mid,Broker Network,0.566
C004547,2023-06-09,Khulna,Renter-to-Owner,34.0,4,Low,Broker Network,0.365
C004548,2024-04-09,Rangpur,Business Buyer,34.0,1,Lower-Mid,Broker Network,0.709
C004549,2023-11-19,Chattogram,End-User,44.0,5,Low,Paid Search,0.324
C004550,2023-03-19,Barishal,End-User,30.0,5,Low,Organic,0.456
C004551,2022-01-17,Dhaka,End-User,30.0,6,Lower-Mid,Broker Network,0.519
C004552,2022-10-19,Sylhet,Renter-to-Owner,52.0,3,Lower-Mid,Email,0.557
C004553,2022-05-21,Khulna,End-User,48.0,2,Low,Marketplace,0.28
C004554,2022-01-17,Dhaka,End-User,26.0,5,Low,Email,0.502
C004555,2022-10-19,Sylhet,End-User,47.0,4,Lower-Mid,Paid Search,0.392
C004556,2022-08-09,Sylhet,Business Buyer,24.0,5,High,Organic,0.694
C004557,2022-03-23,Khulna,Renter-to-Owner,30.0,3,Mid,Referral,0.758
C004558,2022-11-30,Dhaka,End-User,31.0,4,Mid,Referral,0.685
C004559,2023-06-24,Dhaka,Business Buyer,33.0,2,Lower-Mid,Paid Search,0.484
C004560,2022-07-09,Mymensingh,End-User,40.0,4,Low,Referral,0.45
C004561,2022-10-19,Rajshahi,Business Buyer,35.0,3,Low,Marketplace,0.576
C004562,2022-01-22,Barishal,Investor,40.0,7,Lower-Mid,Organic,0.823
C004563,2022-02-23,Sylhet,End-User,,4,Upper-Mid,Paid Search,0.669
C004564,2022-06-17,Rangpur,Renter-to-Owner,37.0,1,Lower-Mid,Paid Search,0.586
C004565,2023-04-28,Dhaka,End-User,35.0,4,Lower-Mid,Organic,0.567
C004566,2023-12-12,Khulna,End-User,22.0,4,Mid,Broker Network,0.569
C004567,2024-04-20,Rajshahi,Renter-to-Owner,38.0,3,Mid,Broker Network,0.563
C004568,2023-11-03,Dhaka,End-User,35.0,2,Mid,Organic,0.579
C004569,2023-10-20,Dhaka,End-User,28.0,5,Lower-Mid,Email,0.56
C004570,2024-09-24,Rajshahi,End-User,30.0,2,High,Facebook,0.769
C004571,2022-09-30,Rangpur,End-User,30.0,4,Lower-Mid,Facebook,0.446
C004572,2024-04-30,Rajshahi,Investor,32.0,2,Lower-Mid,Referral,0.703
C004573,2024-09-25,Dhaka,End-User,50.0,3,Upper-Mid,Email,0.779
C004574,2023-08-29,Mymensingh,End-User,53.0,5,Upper-Mid,Paid Search,0.63
C004575,2024-06-15,Dhaka,Renter-to-Owner,18.0,4,High,Facebook,0.801
C004576,2022-05-27,Dhaka,End-User,38.0,4,Mid,Referral,0.523
C004577,2024-07-25,Mymensingh,End-User,43.0,4,Upper-Mid,Email,0.636
C004578,2023-08-25,Barishal,End-User,32.0,4,Low,Broker Network,0.497
C004579,2022-08-25,Mymensingh,Investor,42.0,3,Upper-Mid,Marketplace,0.7
C004580,2022-03-07,Barishal,End-User,49.0,2,Mid,Organic,0.597
C004581,2024-02-07,Rajshahi,End-User,22.0,4,,Facebook,0.463
C004582,2023-04-05,Dhaka,End-User,35.0,6,Lower-Mid,Paid Search,0.564
C004583,2022-11-27,Chattogram,Investor,52.0,4,Mid,Facebook,0.798
C004584,2023-02-21,Mymensingh,End-User,23.0,4,Lower-Mid,Broker Network,0.625
C004585,2024-11-22,Rangpur,End-User,33.0,2,High,Facebook,0.747
C004586,2023-04-02,Chattogram,Renter-to-Owner,30.0,5,Upper-Mid,Organic,0.821
C004587,2022-03-25,Chattogram,Renter-to-Owner,43.0,4,Upper-Mid,Referral,0.694
C004588,2022-10-26,Dhaka,Business Buyer,45.0,5,Lower-Mid,Organic,0.561
C004589,2022-06-04,Chattogram,End-User,35.0,5,Mid,Organic,0.734
C004590,2024-01-02,Rangpur,End-User,34.0,6,Mid,Broker Network,0.544
C004591,2024-05-03,Dhaka,End-User,19.0,2,Lower-Mid,Email,0.427
C004592,2024-06-15,Chattogram,Investor,47.0,2,Low,Paid Search,0.385
C004593,2023-11-06,Mymensingh,End-User,31.0,4,Mid,Facebook,0.605
C004594,2024-03-30,Khulna,Investor,33.0,3,Lower-Mid,Facebook,0.54
C004595,2023-03-21,Chattogram,End-User,43.0,2,Low,Organic,0.364
C004596,2023-11-01,Chattogram,Renter-to-Owner,36.0,5,Low,Facebook,0.508
C004597,2022-04-25,Dhaka,End-User,43.0,2,Lower-Mid,Organic,0.333
C004598,2023-07-28,Dhaka,End-User,39.0,4,Mid,Broker Network,0.689
C004599,2023-08-18,Dhaka,End-User,36.0,2,Low,Broker Network,0.344
C004600,2022-02-03,Dhaka,End-User,37.0,4,,Paid Search,0.528
C004601,2023-08-08,Dhaka,End-User,24.0,5,Upper-Mid,Paid Search,0.558
C004602,2024-02-10,Chattogram,End-User,33.0,5,Mid,Organic,0.494
C004603,2023-01-27,Dhaka,End-User,44.0,5,,Marketplace,0.469
C004604,2023-08-04,Mymensingh,End-User,26.0,4,Lower-Mid,Email,0.404
C004605,2022-11-01,Dhaka,Business Buyer,28.0,5,Lower-Mid,Email,0.502
C004606,2022-10-16,Chattogram,End-User,26.0,4,,Facebook,0.643
C004607,2022-05-19,Rangpur,End-User,35.0,3,Upper-Mid,Broker Network,0.582
C004608,2022-12-16,Dhaka,Investor,47.0,4,Upper-Mid,Facebook,0.649
C004609,2024-05-06,Khulna,End-User,39.0,5,Lower-Mid,Paid Search,0.285
C004610,2024-09-24,Rangpur,End-User,18.0,2,Low,Facebook,0.385
C004611,2023-11-09,Khulna,Business Buyer,40.0,2,Mid,Facebook,0.511
C004612,2023-10-28,Dhaka,Investor,30.0,4,High,Paid Search,0.886
C004613,2023-10-17,Sylhet,End-User,39.0,2,High,Paid Search,0.858
C004614,2023-05-23,Sylhet,Business Buyer,33.0,2,High,Paid Search,0.845
C004615,2023-03-27,Chattogram,End-User,26.0,3,Lower-Mid,Facebook,0.456
C004616,2023-10-24,Dhaka,End-User,33.0,5,Upper-Mid,Organic,0.638
C004617,2024-04-16,Dhaka,End-User,30.0,5,Low,Organic,0.429
C004618,2023-03-18,Rangpur,End-User,37.0,4,Low,Referral,0.433
C004619,2023-08-27,Chattogram,Business Buyer,26.0,4,Mid,Facebook,0.675
C004620,2023-05-17,Dhaka,Investor,24.0,6,Low,Paid Search,0.703
C004621,2022-11-01,Khulna,Renter-to-Owner,41.0,3,Lower-Mid,Marketplace,0.476
C004622,2022-11-06,Mymensingh,End-User,44.0,4,Low,Facebook,0.287
C004623,2022-03-25,Dhaka,Renter-to-Owner,39.0,3,Low,Paid Search,0.434
C004624,2023-04-14,Dhaka,Renter-to-Owner,28.0,2,Lower-Mid,Organic,0.657
C004625,2024-01-30,Chattogram,Renter-to-Owner,27.0,5,Mid,Paid Search,0.583
C004626,2024-01-01,Sylhet,Renter-to-Owner,28.0,3,Lower-Mid,Paid Search,0.541
C004627,2024-11-16,Chattogram,Renter-to-Owner,42.0,5,Mid,Email,0.671
C004628,2022-02-12,Rangpur,Investor,27.0,3,Mid,Email,0.932
C004629,2024-03-21,Dhaka,Investor,42.0,5,Low,Facebook,0.624
C004630,2024-04-27,Chattogram,End-User,40.0,2,Upper-Mid,Paid Search,0.55
C004631,2023-04-11,Chattogram,End-User,45.0,5,Low,Organic,0.255
C004632,2022-10-29,Chattogram,End-User,44.0,5,Upper-Mid,Broker Network,0.672
C004633,2023-01-16,Khulna,Renter-to-Owner,39.0,1,High,Email,0.734
C004634,2023-12-29,Barishal,Renter-to-Owner,21.0,3,,Facebook,0.631
C004635,2024-07-08,Chattogram,Business Buyer,39.0,5,Mid,Email,0.61
C004636,2023-11-17,Sylhet,End-User,35.0,6,Mid,Paid Search,0.5
C004637,2023-07-03,Dhaka,Renter-to-Owner,31.0,5,Low,Referral,0.478
C004638,2023-11-27,Khulna,Renter-to-Owner,46.0,3,Upper-Mid,Organic,0.741
C004639,2022-03-17,Chattogram,Business Buyer,33.0,2,Low,Facebook,0.426
C004640,2023-10-11,Khulna,Renter-to-Owner,29.0,4,Mid,Referral,0.633
C004641,2022-02-14,Dhaka,End-User,44.0,3,Lower-Mid,Referral,0.572
C004642,2024-10-19,Mymensingh,Investor,30.0,3,Upper-Mid,Broker Network,0.86
C004643,2024-08-05,Rangpur,Business Buyer,29.0,3,Mid,Organic,0.73
C004644,2023-06-26,Rangpur,Renter-to-Owner,24.0,5,Lower-Mid,Paid Search,0.516
C004645,2023-02-03,Rangpur,Renter-to-Owner,27.0,6,Low,Referral,0.448
C004646,2024-02-20,Dhaka,Renter-to-Owner,27.0,5,Upper-Mid,Facebook,0.785
C004647,2023-11-11,Khulna,Renter-to-Owner,40.0,4,High,Marketplace,0.923
C004648,2024-01-23,Chattogram,Renter-to-Owner,25.0,3,Low,Broker Network,0.579
C004649,2023-07-04,Rangpur,Business Buyer,18.0,5,Mid,Facebook,0.509
C004650,2022-09-09,Dhaka,Business Buyer,37.0,6,Mid,Facebook,0.597
C004651,2022-03-20,Dhaka,End-User,28.0,5,Lower-Mid,Referral,0.587
C004652,2022-10-30,Sylhet,Investor,34.0,4,Low,Organic,0.57
C004653,2023-07-18,Dhaka,Investor,46.0,3,Mid,Paid Search,0.684
C004654,2023-03-29,Sylhet,End-User,35.0,4,Low,Organic,0.32
C004655,2023-06-24,Dhaka,Renter-to-Owner,48.0,5,,Paid Search,0.661
C004656,2022-10-24,Rajshahi,Renter-to-Owner,33.0,4,Lower-Mid,Email,0.474
C004657,2024-09-26,Rangpur,End-User,43.0,4,Mid,Facebook,0.329
C004658,2023-01-26,Rajshahi,End-User,29.0,3,Lower-Mid,Email,0.562
C004659,2024-06-21,Dhaka,End-User,35.0,7,Mid,Email,0.593
C004660,2023-02-21,Dhaka,Renter-to-Owner,26.0,3,Low,Broker Network,0.373
C004661,2023-04-18,Dhaka,End-User,27.0,2,Lower-Mid,Broker Network,0.559
C004662,2023-10-06,Dhaka,Investor,32.0,4,Mid,Organic,0.81
C004663,2022-10-08,Khulna,End-User,22.0,3,Mid,Paid Search,0.633
C004664,2022-08-23,Chattogram,End-User,35.0,5,Mid,Broker Network,0.639
C004665,2023-02-09,Dhaka,End-User,31.0,5,Low,Paid Search,0.308
C004666,2024-05-07,Dhaka,Renter-to-Owner,36.0,2,Low,Paid Search,0.494
C004667,2022-06-04,Mymensingh,Business Buyer,22.0,3,Lower-Mid,Marketplace,0.627
C004668,2023-04-12,Dhaka,Investor,40.0,3,Low,Broker Network,0.694
C004669,2023-12-18,Chattogram,End-User,49.0,5,Lower-Mid,Organic,0.59
C004670,2024-01-23,Chattogram,End-User,47.0,4,Low,Broker Network,0.576
C004671,2023-04-09,Dhaka,End-User,51.0,3,Mid,Broker Network,0.656
C004672,2022-03-28,Mymensingh,End-User,34.0,4,Low,Marketplace,0.297
C004673,2022-01-17,Dhaka,Investor,31.0,2,Lower-Mid,Referral,0.744
C004674,2023-05-16,Sylhet,Investor,38.0,3,Mid,Organic,0.716
C004675,2024-05-13,Rajshahi,Renter-to-Owner,32.0,2,Mid,Broker Network,0.747
C004676,2022-01-31,Barishal,Investor,18.0,4,Mid,Referral,0.751
C004677,2024-08-04,Rajshahi,Renter-to-Owner,41.0,4,Low,Facebook,0.598
C004678,2023-12-22,Barishal,End-User,32.0,2,,Broker Network,0.557
C004679,2022-01-09,Chattogram,End-User,21.0,4,Lower-Mid,Facebook,0.426
C004680,2023-01-02,Khulna,Investor,29.0,5,Mid,Marketplace,0.693
C004681,2022-08-24,Sylhet,Investor,32.0,2,Upper-Mid,Marketplace,0.753
C004682,2024-10-08,Khulna,End-User,34.0,3,,Paid Search,0.498
C004683,2023-08-15,Khulna,Renter-to-Owner,34.0,4,High,Facebook,0.769
C004684,2022-12-12,Dhaka,Business Buyer,46.0,4,Lower-Mid,Organic,0.641
C004685,2022-10-24,Dhaka,Investor,22.0,2,Lower-Mid,Paid Search,0.616
C004686,2023-08-25,Chattogram,Investor,33.0,3,Low,Paid Search,0.595
C004687,2022-01-06,Dhaka,Investor,26.0,3,Low,Facebook,0.507
C004688,2022-10-02,Chattogram,Renter-to-Owner,45.0,3,,Organic,0.5
C004689,2022-06-26,Dhaka,End-User,29.0,4,Upper-Mid,Broker Network,0.801
C004690,2023-10-24,Khulna,End-User,31.0,6,Lower-Mid,Organic,0.464
C004691,2023-12-15,Sylhet,Renter-to-Owner,43.0,3,Upper-Mid,Paid Search,0.666
C004692,2023-05-13,Khulna,Renter-to-Owner,46.0,1,Upper-Mid,Organic,0.658
C004693,2022-05-30,Sylhet,End-User,47.0,4,Mid,Paid Search,0.513
C004694,2023-01-31,Dhaka,Investor,19.0,6,Upper-Mid,Organic,0.91
C004695,2024-06-17,Dhaka,End-User,38.0,3,Lower-Mid,Email,0.428
C004696,2022-08-06,Sylhet,End-User,36.0,3,Upper-Mid,Facebook,0.509
C004697,2022-06-24,Barishal,End-User,34.0,3,Mid,Marketplace,0.559
C004698,2022-04-29,Sylhet,Renter-to-Owner,35.0,4,Mid,Organic,0.707
C004699,2024-05-20,Rajshahi,Investor,46.0,3,Mid,Organic,0.849
C004700,2022-05-08,Sylhet,Renter-to-Owner,43.0,2,Upper-Mid,Email,0.611
C004701,2023-09-13,Sylhet,End-User,42.0,3,Upper-Mid,Facebook,0.71
C004702,2024-11-30,Sylhet,Renter-to-Owner,36.0,4,Low,Organic,0.461
C004703,2023-11-16,Sylhet,Investor,54.0,4,Low,Organic,0.549
C004704,2023-03-16,Dhaka,End-User,30.0,3,Lower-Mid,Email,0.552
C004705,2022-08-09,Dhaka,Investor,,3,Upper-Mid,Paid Search,0.927
C004706,2022-01-03,Chattogram,Renter-to-Owner,32.0,4,Low,Facebook,0.395
C004707,2022-06-15,Khulna,Investor,35.0,3,Mid,Email,0.693
C004708,2024-10-12,Barishal,End-User,46.0,4,Lower-Mid,Referral,0.565
C004709,2022-06-03,Chattogram,Renter-to-Owner,29.0,4,Upper-Mid,Broker Network,0.623
C004710,2022-01-22,Dhaka,Renter-to-Owner,38.0,2,Upper-Mid,Facebook,0.874
C004711,2024-05-19,Barishal,End-User,21.0,4,Mid,Referral,0.537
C004712,2023-03-23,Dhaka,End-User,44.0,2,Lower-Mid,Facebook,0.458
C004713,2023-01-16,Rangpur,End-User,35.0,2,Upper-Mid,Organic,0.667
C004714,2024-02-04,Dhaka,End-User,31.0,3,Lower-Mid,Facebook,0.356
C004715,2023-07-12,Chattogram,End-User,53.0,5,Mid,Marketplace,0.455
C004716,2024-09-01,Chattogram,Investor,44.0,1,Upper-Mid,Paid Search,0.91
C004717,2023-05-14,Dhaka,End-User,25.0,3,Mid,Facebook,0.549
C004718,2024-01-30,Dhaka,Investor,33.0,4,Upper-Mid,Facebook,0.744
C004719,2024-07-25,Dhaka,End-User,59.0,5,Lower-Mid,Referral,0.485
C004720,2023-05-10,Chattogram,End-User,52.0,6,Mid,Referral,0.555
C004721,2022-10-31,Chattogram,Investor,42.0,3,High,Facebook,0.95
C004722,2024-11-04,Barishal,Renter-to-Owner,18.0,4,Mid,Organic,0.744
C004723,2022-08-30,Dhaka,Renter-to-Owner,46.0,4,Upper-Mid,Paid Search,0.732
C004724,2022-02-11,Chattogram,End-User,28.0,4,Upper-Mid,Paid Search,0.64
C004725,2023-09-09,Dhaka,Business Buyer,46.0,4,Low,Broker Network,0.59
C004726,2024-11-18,Mymensingh,End-User,27.0,2,,Paid Search,0.318
C004727,2022-04-03,Barishal,End-User,38.0,4,,Paid Search,0.562
C004728,2024-06-24,Mymensingh,End-User,28.0,4,Upper-Mid,Facebook,0.685
C004729,2024-06-04,Mymensingh,End-User,31.0,3,Upper-Mid,Facebook,0.618
C004730,2024-09-17,Chattogram,End-User,40.0,4,,Broker Network,0.494
C004731,2023-03-26,Sylhet,Renter-to-Owner,22.0,1,Mid,Referral,0.639
C004732,2022-09-29,Chattogram,End-User,55.0,4,Mid,Broker Network,0.534
C004733,2023-06-30,Rangpur,End-User,25.0,5,Lower-Mid,Organic,0.468
C004734,2022-06-01,Chattogram,End-User,24.0,3,Mid,Broker Network,0.598
C004735,2024-06-17,Chattogram,End-User,40.0,2,High,Paid Search,0.661
C004736,2023-12-09,Mymensingh,Renter-to-Owner,46.0,2,Mid,Organic,0.524
C004737,2023-05-31,Rangpur,End-User,31.0,4,Low,Referral,0.514
C004738,2023-07-04,Mymensingh,Renter-to-Owner,24.0,5,Mid,Organic,0.712
C004739,2024-01-30,Dhaka,End-User,26.0,4,Low,Organic,0.458
C004740,2023-07-12,Dhaka,End-User,25.0,3,Mid,Organic,0.525
C004741,2024-06-14,Chattogram,End-User,37.0,1,Upper-Mid,Referral,0.661
C004742,2024-09-12,Chattogram,Renter-to-Owner,,4,Mid,Organic,0.712
C004743,2024-10-09,Chattogram,End-User,38.0,3,Upper-Mid,Broker Network,0.662
C004744,2023-10-24,Dhaka,End-User,37.0,3,Mid,Paid Search,0.484
C004745,2024-03-02,Barishal,Investor,41.0,6,Lower-Mid,Paid Search,0.754
C004746,2022-11-28,Dhaka,End-User,30.0,1,Mid,Facebook,0.452
C004747,2022-02-10,Sylhet,Investor,27.0,2,Mid,Broker Network,0.541
C004748,2023-03-03,Rangpur,Business Buyer,35.0,4,Lower-Mid,Referral,0.667
C004749,2024-07-18,Rajshahi,Investor,34.0,3,Low,Organic,0.64
C004750,2022-05-23,Chattogram,End-User,36.0,3,Mid,Broker Network,0.585
C004751,2023-08-05,Dhaka,End-User,28.0,4,Low,Facebook,0.382
C004752,2022-07-25,Dhaka,End-User,40.0,4,Lower-Mid,Marketplace,0.395
C004753,2023-04-03,Sylhet,End-User,23.0,2,Lower-Mid,Facebook,0.512
C004754,2022-06-02,Chattogram,Renter-to-Owner,30.0,3,High,Paid Search,0.661
C004755,2024-02-23,Dhaka,Investor,44.0,4,Lower-Mid,Broker Network,0.688
C004756,2024-05-13,Mymensingh,End-User,24.0,4,Upper-Mid,Organic,0.63
C004757,2024-03-19,Sylhet,Investor,43.0,4,Lower-Mid,Broker Network,0.771
C004758,2024-01-22,Rangpur,End-User,21.0,3,Lower-Mid,Facebook,0.366
C004759,2022-09-08,Chattogram,Business Buyer,20.0,4,Low,Organic,0.566
C004760,2023-07-20,Mymensingh,End-User,21.0,5,Low,Organic,0.437
C004761,2022-04-22,Dhaka,Renter-to-Owner,35.0,4,Lower-Mid,Organic,0.596
C004762,2023-02-04,Dhaka,End-User,41.0,4,Lower-Mid,Organic,0.452
C004763,2023-06-24,Rangpur,End-User,46.0,3,Mid,Facebook,0.549
C004764,2023-12-14,Rangpur,Renter-to-Owner,45.0,3,Low,Broker Network,0.482
C004765,2022-04-14,Khulna,Investor,42.0,2,Lower-Mid,Organic,0.737
C004766,2024-05-16,Dhaka,Renter-to-Owner,27.0,3,Low,Organic,0.626
C004767,2023-05-05,Chattogram,End-User,26.0,4,Upper-Mid,Broker Network,0.669
C004768,2024-07-28,Barishal,End-User,41.0,3,Lower-Mid,Paid Search,0.37
C004769,2023-07-17,Rangpur,Business Buyer,47.0,4,,Email,0.847
C004770,2023-08-07,Chattogram,End-User,25.0,3,Mid,Organic,0.678
C004771,2024-01-09,Dhaka,Business Buyer,46.0,6,Lower-Mid,Email,0.652
C004772,2024-05-23,Rajshahi,Business Buyer,18.0,5,Low,Broker Network,0.525
C004773,2022-06-18,Sylhet,End-User,38.0,5,Mid,Organic,0.659
C004774,2023-06-30,Chattogram,End-User,33.0,5,,Paid Search,0.455
C004775,2022-02-01,Rajshahi,Renter-to-Owner,32.0,3,,Paid Search,0.814
C004776,2023-05-21,Mymensingh,End-User,34.0,5,Lower-Mid,Organic,0.582
C004777,2024-05-17,Dhaka,Renter-to-Owner,26.0,4,Lower-Mid,Paid Search,0.506
C004778,2024-07-11,Khulna,Investor,38.0,4,Lower-Mid,Referral,0.8
C004779,2022-10-30,Rajshahi,End-User,35.0,2,Lower-Mid,Broker Network,0.54
C004780,2023-02-16,Khulna,End-User,42.0,3,High,Organic,0.679
C004781,2023-08-11,Rangpur,Renter-to-Owner,48.0,1,Low,Broker Network,0.494
C004782,2023-02-27,Rajshahi,Renter-to-Owner,35.0,3,Low,Paid Search,0.47
C004783,2022-07-09,Khulna,End-User,27.0,3,Low,Organic,0.419
C004784,2022-11-22,Dhaka,End-User,24.0,3,Upper-Mid,Organic,0.662
C004785,2023-03-07,Sylhet,End-User,49.0,2,Lower-Mid,Paid Search,0.522
C004786,2023-07-07,Dhaka,End-User,48.0,5,Lower-Mid,Organic,0.524
C004787,2024-09-08,Dhaka,End-User,42.0,4,Lower-Mid,Organic,0.66
C004788,2023-08-04,Khulna,End-User,35.0,6,Low,Paid Search,0.318
C004789,2023-02-17,Khulna,End-User,41.0,6,Low,Marketplace,0.393
C004790,2023-12-06,Mymensingh,End-User,46.0,4,High,Referral,0.706
C004791,2024-04-04,Sylhet,Investor,28.0,5,Mid,Marketplace,0.784
C004792,2023-04-04,Rangpur,End-User,34.0,4,Mid,Organic,0.511
