property_id,city,neighborhood_code,property_type,size_sqm,bedrooms,bathrooms,year_built,location_score,amenities_count,list_price,has_parking,near_transit,near_school
P002013,Chattogram,N116,Apartment,61.4,2,2,2005,0.541,7.0,8572982,True,False,True
P002014,Dhaka,N092,Land,60.0,0,0,2022,0.9,8.0,9756289,False,True,False
P002015,Chattogram,N002,Apartment,59.3,3,2,2019,0.628,9.0,7576432,True,True,False
P002016,Dhaka,N025,House,219.2,4,2,2025,0.793,4.0,24135265,False,False,True
P002017,Barishal,N043,Apartment,55.9,4,3,2015,0.666,10.0,7675244,True,False,False
P002018,Dhaka,N064,Commercial,212.0,0,0,2010,0.15,4.0,23542571,True,True,False
P002019,Dhaka,N011,Land,369.7,0,0,2018,0.704,13.0,19606766,False,True,False
P002020,Barishal,N111,Land,251.2,0,0,2008,0.629,6.0,8555139,False,True,True
P002021,Rajshahi,N145,Apartment,39.9,3,1,2021,0.25,5.0,3700452,False,True,False
P002022,Rajshahi,N039,Apartment,114.8,3,3,2025,0.408,7.0,6333910,False,True,False
P002023,Dhaka,N190,Apartment,35.7,1,1,2006,0.68,5.0,9476107,True,True,True
P002024,Rajshahi,N037,Land,338.2,0,0,2008,0.541,5.0,8146261,False,True,True
P002025,Rajshahi,N171,Apartment,153.1,3,1,2025,0.764,10.0,11057783,False,False,False
P002026,Chattogram,N082,Apartment,97.3,1,3,2021,0.913,11.0,20752818,True,False,True
P002027,Mymensingh,N016,Apartment,85.2,3,2,2014,0.522,7.0,6092954,True,False,False
P002028,Dhaka,N053,Commercial,129.3,0,0,2002,0.578,7.0,33503307,True,True,False
P002029,Khulna,N217,Commercial,305.2,0,0,2012,0.609,5.0,23694448,False,False,True
P002030,Dhaka,N062,Commercial,126.3,0,0,2012,0.887,11.0,27217571,False,True,True
P002031,Chattogram,N146,Apartment,155.7,3,1,2010,0.668,6.0,8275347,True,False,False
P002032,Dhaka,N032,Commercial,60.0,0,0,2015,0.889,10.0,30806166,True,True,False
P002033,Sylhet,N014,Commercial,165.9,0,0,1999,0.792,8.0,24364748,True,False,False
P002034,Barishal,N063,Land,338.3,0,0,2015,0.714,6.0,7641106,True,True,False
P002035,Rangpur,N016,Apartment,115.8,2,1,2016,0.611,5.0,7148781,False,False,False
P002036,Dhaka,N186,Apartment,97.9,2,2,2010,0.547,12.0,10708760,True,False,False
P002037,Rajshahi,N020,House,70.0,4,2,2024,0.648,8.0,15360625,True,False,False
P002038,Khulna,N147,Apartment,110.5,2,3,2008,0.524,8.0,8239856,True,True,True
P002039,Khulna,N219,Apartment,53.9,2,2,2018,,11.0,7916269,True,True,False
P002040,Dhaka,N051,Apartment,81.3,3,1,2025,0.896,8.0,13077773,False,True,False
P002041,Sylhet,N070,Land,124.7,0,0,2019,0.596,6.0,7938899,True,False,False
P002042,Rajshahi,N054,Apartment,92.0,2,1,2003,0.603,4.0,6186843,True,False,False
P002043,Rangpur,N028,Apartment,89.0,2,1,2025,0.389,4.0,4450218,True,False,True
P002044,Rajshahi,N082,House,135.9,5,3,2013,0.543,9.0,14375193,True,True,True
P002045,Sylhet,N007,Apartment,71.1,2,1,2021,0.949,6.0,7320418,True,False,True
P002046,Chattogram,N067,Apartment,124.1,2,1,2016,0.733,5.0,13501057,False,False,False
P002047,Dhaka,N036,Apartment,89.1,2,1,2024,0.703,,17650481,True,True,True
P002048,Mymensingh,N055,House,236.5,4,2,2021,0.687,6.0,16811809,False,False,False
P002049,Rajshahi,N113,Apartment,116.6,2,1,2012,0.575,7.0,5859150,False,True,False
P002050,Chattogram,N219,House,153.3,4,1,2011,0.664,3.0,15942491,True,False,True
P002051,Mymensingh,N155,House,84.3,2,3,2018,0.617,4.0,9696958,True,False,True
P002052,Dhaka,N073,Apartment,78.9,2,2,2011,0.95,8.0,11060333,True,True,True
P002053,Sylhet,N167,Apartment,128.6,1,1,2022,0.263,7.0,5342680,False,False,False
P002054,Dhaka,N064,Apartment,170.4,2,3,2025,0.604,7.0,11393642,True,True,True
P002055,Chattogram,N017,Apartment,54.2,2,2,2017,0.302,12.0,10085066,True,False,True
P002056,Chattogram,N056,Apartment,96.9,2,2,2011,0.598,8.0,12205157,True,False,False
P002057,Barishal,N019,Apartment,86.9,1,1,2021,0.602,9.0,5813375,False,False,False
P002058,Chattogram,N038,House,231.2,4,3,2024,0.767,4.0,27982533,False,True,True
P002059,Chattogram,N040,Apartment,49.9,3,3,2011,0.483,7.0,8025595,True,True,False
P002060,Dhaka,N052,Apartment,65.5,1,2,2007,0.58,7.0,11579107,True,True,True
P002061,Rangpur,N083,Commercial,254.7,0,0,2006,0.725,6.0,11278989,True,False,False
P002062,Dhaka,N122,House,73.4,4,3,2007,0.798,12.0,18624834,True,False,False
P002063,Chattogram,N101,Apartment,50.2,1,2,2016,0.621,,10172764,False,True,False
P002064,Chattogram,N162,Apartment,150.2,1,1,2022,0.293,8.0,7134657,False,True,True
P002065,Chattogram,N201,Commercial,250.5,0,0,2003,0.664,9.0,46414532,False,False,False
P002066,Rajshahi,N204,Commercial,166.4,0,0,2020,0.652,8.0,21617126,False,True,True
P002067,Rangpur,N164,Apartment,92.0,3,3,2021,0.637,8.0,6881114,True,True,True
P002068,Dhaka,N076,Land,343.3,0,0,2025,0.456,9.0,16928099,False,False,True
P002069,Sylhet,N093,House,108.6,4,2,2011,0.435,3.0,11868599,True,True,True
P002070,Dhaka,N064,Apartment,122.1,2,2,2025,0.858,12.0,19222319,False,True,False
P002071,Dhaka,N113,House,148.3,4,1,2016,0.95,8.0,25787001,False,True,False
P002072,Dhaka,N113,Apartment,147.9,1,1,2011,0.852,12.0,21994374,False,False,True
P002073,Rangpur,N079,House,161.3,4,2,2008,0.539,9.0,10907187,True,True,True
P002074,Rangpur,N018,Land,60.0,0,0,2013,0.565,2.0,3625118,False,False,False
P002075,Chattogram,N019,Apartment,97.1,0,1,2006,0.51,5.0,8572925,True,False,False
P002076,Rajshahi,N066,House,189.8,2,2,2012,0.694,6.0,13774977,True,True,True
P002077,Dhaka,N010,Land,154.7,0,0,2009,0.911,3.0,13287651,False,True,False
P002078,Barishal,N205,Land,366.8,0,0,2000,0.743,6.0,12738505,False,True,False
P002079,Mymensingh,N094,House,160.6,3,1,2018,0.72,4.0,15237555,False,True,False
P002080,Mymensingh,N182,Apartment,112.6,3,3,2017,0.502,7.0,8209305,True,True,False
P002081,Rajshahi,N155,Land,60.1,0,0,2011,0.572,5.0,5842533,False,False,True
P002082,Chattogram,N074,House,157.5,5,2,2018,0.59,6.0,13515555,False,False,False
P002083,Chattogram,N016,Apartment,67.8,2,2,2018,0.8,11.0,13611513,True,True,False
P002084,Dhaka,N121,Land,222.7,0,0,2003,0.724,5.0,14243053,False,True,True
P002085,Dhaka,N161,Apartment,117.2,2,1,2017,0.875,8.0,13982071,True,False,False
P002086,Dhaka,N148,Apartment,93.3,2,2,2016,0.784,5.0,11047072,True,True,True
P002087,Khulna,N204,Apartment,100.5,2,2,2012,0.482,9.0,6741732,False,False,True
P002088,Dhaka,N078,Land,231.5,0,0,2000,0.479,5.0,12443490,False,True,False
P002089,Sylhet,N168,House,274.0,4,2,2025,0.935,8.0,27433186,True,True,False
P002090,Barishal,N009,Apartment,95.1,1,2,2010,0.552,3.0,7999883,True,False,False
P002091,Chattogram,N177,Land,60.0,0,0,2010,0.688,3.0,7017950,False,False,False
P002092,Rangpur,N134,Land,161.5,0,0,2016,0.899,8.0,7481002,False,True,True
P002093,Barishal,N113,Land,233.5,0,0,2011,0.701,10.0,8383289,False,False,False
P002094,Dhaka,N177,Commercial,371.4,0,0,2008,0.554,10.0,49649356,False,True,False
P002095,Barishal,N186,Commercial,189.2,0,0,2023,0.629,9.0,19698961,False,False,False
P002096,Rangpur,N192,House,144.7,4,2,2002,0.856,5.0,11380563,True,True,True
P002097,Chattogram,N161,House,171.3,5,2,2007,0.726,4.0,18331935,True,False,True
P002098,Khulna,N027,Commercial,107.4,0,0,2009,0.95,7.0,17497559,False,True,True
P002099,Dhaka,N012,Land,313.0,0,0,2017,0.397,4.0,20262640,True,True,False
P002100,Dhaka,N059,Apartment,109.9,1,3,2025,0.658,6.0,9894093,False,True,False
P002101,Mymensingh,N074,Apartment,110.9,2,2,2005,0.402,9.0,7718057,True,False,False
P002102,Mymensingh,N037,Apartment,91.8,4,2,2014,0.736,6.0,7489763,True,True,False
P002103,Sylhet,N211,Apartment,65.1,3,3,2000,0.414,7.0,7049875,True,True,True
P002104,Dhaka,N026,Apartment,91.0,3,2,2007,0.595,7.0,13224638,False,True,True
P002105,Dhaka,N191,House,98.4,3,1,2013,0.623,8.0,24499910,True,False,True
P002106,Rajshahi,N001,Apartment,118.6,3,2,2016,0.649,7.0,8219287,True,True,True
P002107,Dhaka,N043,Apartment,84.0,4,2,1996,0.69,,12946814,True,False,False
P002108,Rajshahi,N150,Apartment,126.0,3,3,2003,0.776,10.0,10612638,True,False,False
P002109,Dhaka,N095,Apartment,67.8,4,2,2018,0.549,11.0,8442098,True,True,False
P002110,Mymensingh,N183,Apartment,110.1,3,2,2020,0.684,9.0,8959332,True,True,False
P002111,Dhaka,N073,House,124.8,3,2,2009,0.686,11.0,25501969,True,True,True
P002112,Chattogram,N074,Commercial,60.0,0,0,2009,,8.0,14889449,False,False,False
P002113,Dhaka,N166,Land,315.1,0,0,2008,0.898,8.0,21571288,False,True,False
P002114,Chattogram,N199,Apartment,84.9,4,1,2024,0.552,4.0,9074662,False,True,True
P002115,Chattogram,N029,House,231.9,3,2,2020,,8.0,26293243,True,False,False
P002116,Rajshahi,N210,Apartment,86.2,3,3,2025,0.473,9.0,7824261,False,True,False
P002117,Rangpur,N188,Apartment,94.9,2,1,2024,0.95,9.0,9538000,False,False,True
P002118,Barishal,N116,Apartment,50.4,2,4,2013,0.879,10.0,7705022,True,False,False
P002119,Sylhet,N023,Apartment,85.7,3,1,2012,0.542,9.0,8364201,True,True,True
P002120,Mymensingh,N002,Apartment,86.3,0,2,2015,,7.0,6988597,False,False,False
P002121,Dhaka,N022,House,187.9,3,2,2013,0.766,10.0,33060654,True,True,False
P002122,Barishal,N037,House,275.1,3,3,2019,0.395,4.0,21198066,False,True,False
P002123,Dhaka,N043,Apartment,66.1,2,2,2018,0.822,10.0,16083466,True,False,False
P002124,Rajshahi,N136,Apartment,93.1,2,1,2023,0.627,8.0,7096420,False,True,True
P002125,Barishal,N087,House,131.4,3,1,2008,0.792,8.0,11502635,True,False,True
P002126,Rajshahi,N114,House,85.4,4,3,2017,0.595,6.0,10739490,True,False,False
P002127,Dhaka,N078,Apartment,96.6,4,2,2010,0.536,9.0,15230972,True,True,False
P002128,Dhaka,N111,House,176.5,4,2,2022,0.598,4.0,21144584,True,True,False
P002129,Rangpur,N091,Land,60.0,0,0,1998,0.425,6.0,4148189,True,False,True
P002130,Mymensingh,N132,Apartment,79.3,3,1,2019,0.644,8.0,6962316,True,True,True
P002131,Sylhet,N140,Apartment,73.0,1,1,2006,0.735,6.0,11513552,False,False,True
P002132,Dhaka,N146,Apartment,95.8,2,3,2014,0.492,11.0,13666200,False,True,True
P002133,Dhaka,N080,House,242.1,3,2,2015,0.781,10.0,40607819,True,True,True
P002134,Dhaka,N065,Apartment,96.8,3,2,2008,0.836,6.0,11388559,True,False,False
P002135,Chattogram,N012,House,185.3,3,3,2010,0.742,9.0,22283012,True,True,True
P002136,Chattogram,N135,Apartment,121.0,1,2,2016,0.453,6.0,14756484,False,True,True
P002137,Dhaka,N199,Apartment,56.5,3,2,2012,0.95,12.0,14266620,True,False,False
P002138,Rajshahi,N212,Apartment,58.0,2,2,2017,0.676,,6284104,True,False,False
P002139,Dhaka,N213,Apartment,65.7,2,1,2022,0.464,10.0,8947463,False,True,True
P002140,Dhaka,N037,Apartment,83.0,3,2,2012,0.628,10.0,13212944,True,True,False
P002141,Chattogram,N014,Commercial,139.4,0,0,2022,0.573,6.0,15096409,True,True,True
P002142,Sylhet,N001,House,100.8,1,3,2006,0.582,8.0,11682511,True,True,False
P002143,Dhaka,N025,Apartment,122.8,1,3,2025,0.95,6.0,15990928,True,True,True
P002144,Rajshahi,N009,Apartment,46.3,2,1,2004,0.659,6.0,7096149,True,False,False
P002145,Dhaka,N200,House,170.1,4,2,2008,0.697,10.0,26864168,True,True,False
P002146,Dhaka,N034,Commercial,152.4,0,0,2023,0.95,12.0,39364952,False,True,False
P002147,Rangpur,N099,Apartment,90.0,3,2,2019,0.698,5.0,5672992,False,True,False
P002148,Dhaka,N212,Apartment,66.2,1,3,2017,0.95,10.0,13899194,True,True,False
P002149,Rajshahi,N213,Land,106.0,0,0,2014,0.638,9.0,7895231,False,False,False
P002150,Dhaka,N143,Apartment,126.5,3,2,2008,0.95,4.0,9526192,False,False,False
P002151,Khulna,N014,Land,219.8,0,0,2003,0.288,5.0,8940597,False,False,True
P002152,Dhaka,N044,Apartment,73.3,1,2,2018,0.84,5.0,11280049,True,True,False
P002153,Dhaka,N068,Land,194.6,0,0,2020,0.692,7.0,14772270,False,False,True
P002154,Khulna,N189,Apartment,109.5,3,3,2018,0.665,6.0,7737731,True,False,True
P002155,Mymensingh,N210,House,167.9,4,3,2012,0.689,7.0,13574398,False,True,True
P002156,Dhaka,N004,Apartment,71.5,4,2,2025,0.826,10.0,11097435,False,True,False
P002157,Khulna,N160,Land,314.6,0,0,2018,0.883,8.0,12489181,True,True,True
P002158,Chattogram,N048,Apartment,101.2,3,2,2015,0.761,,9004948,True,True,True
P002159,Sylhet,N109,House,177.6,5,3,2017,0.622,9.0,19689581,True,False,False
P002160,Mymensingh,N044,Apartment,99.6,1,2,2025,0.702,10.0,11617395,True,True,False
P002161,Chattogram,N160,Apartment,120.5,2,1,2008,0.528,10.0,10979198,True,False,False
P002162,Rangpur,N058,Apartment,75.9,4,1,2008,0.928,10.0,7421588,False,False,False
P002163,Mymensingh,N215,Commercial,162.6,0,0,2015,,5.0,15978775,True,False,True
P002164,Rangpur,N180,House,126.8,3,1,2014,0.749,9.0,10792990,True,False,True
P002165,Dhaka,N012,Apartment,116.1,4,1,2020,0.922,7.0,17011774,False,True,False
P002166,Sylhet,N113,Commercial,126.9,0,0,2015,0.717,7.0,18413696,False,False,True
P002167,Chattogram,N071,House,153.0,2,2,2020,0.572,7.0,12399770,True,False,False
P002168,Dhaka,N129,Apartment,69.7,2,1,2023,0.609,8.0,12807718,False,True,False
P002169,Chattogram,N126,Commercial,60.0,0,0,2013,0.856,3.0,12843166,True,False,False
P002170,Khulna,N149,Apartment,164.7,3,2,2025,0.686,9.0,10788292,True,True,True
P002171,Rajshahi,N142,Apartment,64.5,2,2,2014,0.551,8.0,6040058,True,False,True
P002172,Chattogram,N173,Apartment,35.0,4,3,2019,0.543,8.0,8645328,False,False,False
P002173,Dhaka,N152,Commercial,205.8,0,0,2014,0.617,4.0,28628251,False,True,True
P002174,Dhaka,N087,Apartment,103.3,3,1,2005,0.751,6.0,17337369,True,False,True
P002175,Barishal,N067,House,180.9,4,2,2012,0.95,6.0,20225466,False,True,True
P002176,Rangpur,N033,House,235.8,4,2,2025,0.426,8.0,14869190,True,False,False
P002177,Dhaka,N124,House,225.7,2,3,2002,0.348,9.0,37507785,True,False,True
P002178,Dhaka,N148,Apartment,82.3,3,2,2024,0.726,6.0,11366303,True,True,False
P002179,Dhaka,N022,Apartment,119.7,4,2,2000,0.621,10.0,13217408,True,False,True
P002180,Khulna,N155,Apartment,84.4,1,3,2016,0.563,6.0,9898782,False,False,True
P002181,Dhaka,N041,Apartment,69.9,1,2,2024,0.539,7.0,12510350,True,False,True
P002182,Barishal,N180,Apartment,98.3,3,2,2002,0.825,7.0,9645269,False,False,False
P002183,Rangpur,N156,Apartment,99.8,3,2,2008,0.543,6.0,7626954,False,False,True
P002184,Khulna,N019,Apartment,147.2,3,2,2025,0.698,9.0,12325757,True,False,True
P002185,Chattogram,N175,Apartment,107.0,2,2,2010,0.921,6.0,12700095,False,True,False
P002186,Khulna,N167,Apartment,102.8,2,1,2012,0.584,9.0,7398806,True,False,True
P002187,Dhaka,N083,Apartment,98.2,2,1,2012,0.589,8.0,9911167,False,True,True
P002188,Sylhet,N114,House,242.9,3,1,2004,0.599,,16449177,True,False,False
P002189,Sylhet,N013,Land,73.7,0,0,2016,0.604,9.0,6962489,True,True,True
P002190,Dhaka,N050,Apartment,80.3,4,2,2025,0.805,9.0,16901856,False,True,False
P002191,Chattogram,N162,Apartment,98.7,2,3,2016,0.671,8.0,10226809,True,True,True
P002192,Chattogram,N042,Apartment,52.0,1,2,2024,0.685,6.0,6189134,False,False,False
P002193,Mymensingh,N068,Apartment,46.5,3,4,2012,0.546,4.0,6878276,True,False,True
P002194,Dhaka,N095,Apartment,73.9,0,3,2016,0.753,9.0,16369036,True,False,True
P002195,Dhaka,N219,Apartment,70.7,1,1,2022,0.773,,14313193,False,False,False
P002196,Dhaka,N047,Apartment,103.1,3,2,2016,0.808,1.0,12444378,False,False,True
P002197,Dhaka,N194,Commercial,137.4,0,0,2006,0.454,10.0,25821136,False,False,True
P002198,Rajshahi,N146,Apartment,109.7,3,2,2008,0.43,5.0,5458129,True,False,False
P002199,Dhaka,N026,Apartment,76.9,1,2,2015,0.493,9.0,11281869,True,True,True
P002200,Dhaka,N100,Apartment,156.3,2,2,2021,0.873,5.0,12687501,True,True,True
P002201,Rangpur,N109,Commercial,172.5,0,0,2013,0.434,10.0,17774106,True,False,True
P002202,Dhaka,N082,House,138.7,5,1,2022,0.651,10.0,25940571,True,True,False
P002203,Chattogram,N001,Apartment,76.7,1,1,2025,0.667,8.0,8633125,True,False,True
P002204,Chattogram,N002,Apartment,82.8,4,2,2023,0.437,9.0,10972138,True,False,True
P002205,Barishal,N059,House,136.7,3,2,2011,0.539,8.0,9601135,True,False,True
P002206,Mymensingh,N098,House,104.4,4,2,2012,0.95,5.0,10532552,True,False,True
P002207,Barishal,N118,House,173.1,4,3,2025,0.628,7.0,16332235,True,True,True
P002208,Khulna,N165,Apartment,123.4,2,2,2016,0.906,9.0,11708249,True,False,True
P002209,Khulna,N170,Land,112.6,0,0,2014,0.541,10.0,6671379,True,True,False
P002210,Chattogram,N190,House,234.9,4,3,2013,0.772,6.0,25536633,False,True,True
P002211,Mymensingh,N071,House,147.1,3,1,2007,0.546,8.0,12349737,True,True,True
P002212,Mymensingh,N105,Apartment,83.5,2,3,2006,0.66,7.0,6733003,False,False,True
P002213,Barishal,N149,Apartment,75.3,3,2,2010,0.747,9.0,7971136,True,True,False
P002214,Rangpur,N075,Apartment,83.4,4,2,2010,0.548,10.0,6718003,False,True,True
P002215,Khulna,N092,Apartment,101.0,2,1,2019,0.704,7.0,7875707,False,False,True
P002216,Khulna,N121,Apartment,127.6,2,2,2011,0.569,9.0,8690970,True,True,True
P002217,Sylhet,N143,House,213.0,3,4,2014,,3.0,25447578,True,True,True
P002218,Chattogram,N079,House,157.2,3,4,2011,0.832,8.0,24731415,False,False,False
P002219,Rajshahi,N111,Apartment,61.4,4,2,2011,0.844,9.0,6945696,False,True,True
P002220,Chattogram,N082,House,159.1,1,1,2016,0.838,10.0,19460614,True,True,True
P002221,Mymensingh,N192,Commercial,213.3,0,0,1992,0.615,3.0,18472756,True,False,True
P002222,Chattogram,N007,Apartment,110.6,3,1,2025,0.876,8.0,9422373,True,False,False
P002223,Rajshahi,N191,House,252.8,4,4,2013,0.767,4.0,22552712,True,True,True
P002224,Dhaka,N147,Land,379.8,0,0,2006,0.642,4.0,18430763,False,True,False
P002225,Rajshahi,N039,Apartment,66.7,2,1,2005,0.452,3.0,5181505,False,False,False
P002226,Barishal,N131,Apartment,75.5,3,3,2015,0.348,8.0,6997533,False,False,False
P002227,Rangpur,N097,Apartment,118.9,2,2,1991,0.902,6.0,11344027,True,False,True
P002228,Rangpur,N157,House,170.9,4,3,2024,,7.0,10464093,True,True,True
P002229,Khulna,N190,Land,339.3,0,0,2008,0.585,7.0,14586226,True,True,False
P002230,Rajshahi,N093,House,182.3,6,2,2024,0.682,8.0,22912346,False,True,True
P002231,Chattogram,N153,House,110.3,2,3,2019,0.478,9.0,11885742,True,False,True
P002232,Mymensingh,N009,Land,300.8,0,0,2013,0.888,10.0,12764596,True,True,False
P002233,Rajshahi,N062,Apartment,104.7,3,2,2020,0.95,8.0,9967321,True,True,False
P002234,Dhaka,N094,Apartment,47.2,1,3,2009,0.742,7.0,9236071,False,True,True
P002235,Rangpur,N105,Apartment,68.9,4,2,2012,0.588,5.0,5229051,False,False,True
P002236,Rajshahi,N068,Apartment,92.4,3,2,2025,0.505,9.0,8190359,True,False,False
P002237,Sylhet,N075,Apartment,140.2,2,2,2019,0.682,6.0,12859657,True,True,False
P002238,Dhaka,N035,Apartment,132.1,3,1,2021,0.385,8.0,16477878,True,False,True
P002239,Dhaka,N023,House,124.5,2,5,2014,0.733,12.0,22153216,True,True,True
P002240,Rajshahi,N156,Land,323.0,0,0,2007,0.737,3.0,10807767,True,False,False
P002241,Dhaka,N126,House,135.6,2,2,2013,0.622,4.0,16223174,True,False,False
P002242,Sylhet,N195,Commercial,165.1,0,0,2005,0.66,8.0,28940495,True,False,True
P002243,Rajshahi,N209,Commercial,60.0,0,0,2002,0.699,5.0,12739241,True,False,False
P002244,Chattogram,N181,House,119.9,4,4,2014,0.724,10.0,18846126,True,False,True
P002245,Chattogram,N068,Apartment,35.0,2,2,2008,0.605,5.0,7208767,True,False,True
P002246,Rangpur,N204,Apartment,101.9,2,2,2018,0.728,8.0,7645675,True,True,False
P002247,Sylhet,N180,Apartment,86.1,2,1,2009,0.487,9.0,7271326,False,True,True
P002248,Chattogram,N110,Apartment,104.8,1,2,2000,0.507,4.0,8700819,True,False,False
P002249,Khulna,N191,Apartment,146.9,1,2,2020,0.514,8.0,8504917,True,True,True
P002250,Chattogram,N052,Commercial,207.1,0,0,2019,0.712,12.0,37619570,False,True,False
P002251,Dhaka,N197,Commercial,297.3,0,0,2018,0.431,9.0,33808959,False,False,True
P002252,Chattogram,N189,House,209.5,4,3,2011,0.482,6.0,21056525,True,False,True
P002253,Dhaka,N003,House,208.4,2,2,2023,0.541,9.0,20200710,True,True,True
P002254,Dhaka,N006,Land,140.2,0,0,2013,0.743,1.0,12073374,False,True,False
P002255,Chattogram,N178,Commercial,241.6,0,0,2015,0.538,7.0,24623153,True,True,True
P002256,Mymensingh,N055,Land,230.1,0,0,2018,0.443,3.0,7067033,False,False,False
P002257,Rajshahi,N132,House,166.8,2,2,2004,0.411,8.0,12386978,True,False,False
P002258,Chattogram,N194,Apartment,89.5,2,1,2014,,8.0,9061752,True,False,True
P002259,Dhaka,N107,Apartment,126.4,3,1,2013,0.628,5.0,21160351,True,True,True
P002260,Chattogram,N142,Apartment,88.2,3,2,2018,0.481,10.0,8699648,False,True,False
P002261,Dhaka,N015,Apartment,56.7,2,2,2017,0.748,3.0,9652404,True,False,True
P002262,Rangpur,N188,Apartment,129.8,4,1,2024,0.59,12.0,7277332,False,True,False
P002263,Khulna,N093,House,70.0,4,2,2025,0.81,10.0,17591423,True,False,True
P002264,Mymensingh,N163,House,105.7,2,3,2012,0.891,7.0,13084687,False,True,False
P002265,Chattogram,N120,Apartment,91.5,2,2,1999,0.642,6.0,7931324,True,True,False
P002266,Dhaka,N182,Apartment,79.0,4,3,1997,0.797,7.0,17007185,True,True,False
P002267,Rangpur,N206,Apartment,168.3,2,2,2023,0.721,9.0,11474743,True,False,True
P002268,Rajshahi,N074,Apartment,58.7,3,1,2006,,6.0,6182129,False,False,True
P002269,Sylhet,N089,Apartment,105.1,2,1,2011,0.497,7.0,8179426,False,False,True
P002270,Dhaka,N174,Apartment,100.8,1,2,2022,0.777,9.0,15010580,True,True,False
P002271,Chattogram,N195,House,180.7,1,3,2016,0.466,8.0,23575538,False,True,False
P002272,Dhaka,N007,Apartment,85.0,2,2,2025,0.782,11.0,18563498,True,True,True
P002273,Dhaka,N049,Apartment,129.7,1,2,2021,0.696,12.0,10995275,True,False,True
P002274,Sylhet,N056,Apartment,85.7,2,1,2010,0.648,8.0,7573171,True,True,True
P002275,Barishal,N105,House,203.0,3,1,2009,0.636,3.0,13844471,True,True,True
P002276,Mymensingh,N203,House,216.5,3,1,2021,0.84,,16519602,False,False,True
P002277,Chattogram,N187,Apartment,104.8,1,1,2011,0.549,11.0,9885384,True,False,True
P002278,Dhaka,N163,Commercial,167.3,0,0,2020,0.853,8.0,39195266,False,True,True
P002279,Rangpur,N107,Apartment,58.8,2,1,2025,0.633,12.0,9153399,True,True,True
P002280,Chattogram,N041,House,273.9,2,3,2004,0.901,4.0,27573591,True,True,True
P002281,Chattogram,N120,Apartment,122.6,3,1,2006,0.462,9.0,10484369,True,True,False
P002282,Dhaka,N141,Commercial,171.5,0,0,2002,0.703,9.0,27755614,False,True,True
P002283,Dhaka,N166,Apartment,93.2,3,2,2003,0.777,12.0,20518327,True,True,True
P002284,Dhaka,N089,Apartment,81.4,3,3,2008,0.718,8.0,13858913,False,True,False
P002285,Dhaka,N186,House,97.1,4,4,2012,0.473,8.0,18625170,False,False,False
P002286,Sylhet,N198,House,117.4,3,4,2010,0.516,9.0,14163458,True,True,False
P002287,Rajshahi,N104,Land,363.3,0,0,2015,0.485,4.0,13121207,False,False,False
P002288,Dhaka,N122,Apartment,120.6,1,1,2012,0.95,6.0,14967510,True,False,False
P002289,Dhaka,N130,Apartment,76.1,3,2,2021,0.736,9.0,14770013,False,True,True
P002290,Chattogram,N001,Apartment,77.1,3,1,2025,0.507,8.0,8732395,False,False,False
P002291,Khulna,N047,House,181.3,3,1,2013,0.74,6.0,14495265,True,False,True
P002292,Sylhet,N180,Apartment,99.9,4,1,2010,0.553,9.0,7489982,True,False,False
P002293,Chattogram,N064,Land,268.6,0,0,2007,0.877,7.0,13795280,True,True,True
P002294,Khulna,N194,Apartment,84.8,4,1,2001,0.492,10.0,5738770,True,True,True
P002295,Rajshahi,N050,Apartment,88.4,4,1,2009,0.449,6.0,8568893,False,False,False
P002296,Dhaka,N123,House,121.1,5,5,2015,0.633,8.0,26078185,True,True,False
P002297,Mymensingh,N020,Apartment,141.3,3,2,2013,0.699,7.0,9034272,True,False,True
P002298,Mymensingh,N203,House,235.4,4,3,2025,0.699,6.0,17972819,True,False,False
P002299,Chattogram,N064,Commercial,108.5,0,0,2018,0.886,11.0,26718777,False,False,False
P002300,Rajshahi,N066,Apartment,160.7,4,2,2024,0.937,10.0,13603007,False,False,True
P002301,Chattogram,N193,Apartment,84.9,1,2,2011,0.769,8.0,13140045,False,False,True
P002302,Rangpur,N171,House,166.8,3,2,2001,0.51,6.0,13627607,True,True,True
P002303,Dhaka,N006,Commercial,168.5,0,0,2020,0.866,11.0,32488822,False,True,True
P002304,Dhaka,N181,Apartment,125.0,1,2,2021,0.73,,16769582,True,True,True
P002305,Sylhet,N003,Apartment,99.0,3,2,2006,0.625,4.0,7216922,False,True,False
P002306,Dhaka,N160,Apartment,105.8,2,2,1998,0.705,6.0,7138000,False,True,False
P002307,Mymensingh,N085,Apartment,128.2,3,2,2000,0.458,6.0,7918156,True,False,True
P002308,Rangpur,N011,Apartment,40.9,4,2,2022,0.491,7.0,3208540,False,False,True
P002309,Rangpur,N020,Apartment,90.7,1,2,2015,0.426,7.0,8178230,False,False,False
P002310,Dhaka,N100,Land,190.5,0,0,2013,0.437,7.0,10046818,True,True,True
P002311,Dhaka,N209,House,167.1,3,2,2020,0.758,9.0,27101723,True,False,False
P002312,Barishal,N138,Apartment,47.5,3,2,2012,0.855,7.0,8331168,True,False,False
P002313,Chattogram,N194,Apartment,96.3,1,2,2000,0.735,7.0,9238625,True,True,True
P002314,Sylhet,N212,House,239.6,3,1,2009,0.728,7.0,21957217,False,True,True
P002315,Rajshahi,N038,Commercial,60.0,0,0,2025,0.945,9.0,12433384,False,True,True
