listing_id,property_id,agent_id,listing_date,listing_channel,listed_price,sold_flag,days_on_market,close_date
L0004184,P002809,A00089,2024-11-23,Open,15270207,False,126,
L0004185,P003628,A00155,2022-04-27,Exclusive,24623539,True,47,2022-06-13
L0004186,P002348,A00143,2022-10-17,Open,5055312,True,40,2022-11-26
L0004187,P000886,A00069,2024-03-14,Open,20634876,True,19,2024-04-02
L0004188,P003105,A00104,2022-05-06,Exclusive,18493441,True,40,2022-06-15
L0004189,P003056,A00029,2023-07-07,Exclusive,12207140,False,122,
L0004190,P001343,A00269,2022-03-22,Open,7632002,False,38,
L0004191,P002460,A00081,2023-04-15,Open,7599143,False,170,
L0004192,P003511,A00263,2023-01-01,Open,11284551,True,51,2023-02-21
L0004193,P002011,A00197,2023-03-15,Open,14152820,False,84,
L0004194,P003457,A00116,2023-04-27,Open,18601198,False,7,
L0004195,P001006,A00239,2022-09-05,Open,10009589,True,31,2022-10-06
L0004196,P000586,A00018,2024-02-25,Open,23684119,True,91,2024-05-26
L0004197,P002269,A00056,2023-07-26,Exclusive,8839864,True,64,2023-09-28
L0004198,P001595,A00066,2022-07-28,Exclusive,15798355,True,53,2022-09-19
L0004199,P001801,A00228,2023-02-04,Partner,7653145,False,176,
L0004200,P004225,A00075,2023-04-13,Exclusive,7134451,False,133,
L0004201,P003528,A00149,2023-06-19,Open,10028041,False,102,
L0004202,P000173,A00226,2023-07-07,Open,7706630,False,119,
L0004203,P002903,A00179,2024-06-12,Exclusive,26107002,True,26,2024-07-08
L0004204,P002285,A00283,2024-11-07,Exclusive,17302569,True,57,2025-01-03
L0004205,P001884,A00186,2024-10-22,Exclusive,9828571,False,162,
L0004206,P002565,A00279,2023-08-15,Open,12239609,False,207,
L0004207,P001034,A00053,2023-11-15,Open,7019946,False,118,
L0004208,P002371,A00247,2023-07-28,Open,13541139,False,83,
L0004209,P003969,A00091,2022-01-14,Open,9611201,True,58,2022-03-13
L0004210,P001704,A00194,2024-10-04,Open,8751401,True,28,2024-11-01
L0004211,P000371,A00054,2022-05-03,Exclusive,5899960,True,32,2022-06-04
L0004212,P000487,A00086,2024-05-11,Open,4888884,True,46,2024-06-26
L0004213,P003804,A00252,2024-07-23,Exclusive,13844100,False,59,
L0004214,P003061,A00261,2023-05-13,Open,15257889,False,101,
L0004215,P004499,A00207,2024-12-20,Open,27556839,False,86,
L0004216,P003727,A00251,2023-08-02,Exclusive,25595022,True,76,2023-10-17
L0004217,P003467,A00221,2024-06-11,Open,6535822,False,82,
L0004218,P001466,A00122,2024-10-12,Exclusive,13832624,False,111,
L0004219,P004409,A00123,2024-10-29,Exclusive,10150566,True,55,2024-12-23
L0004220,P003981,A00122,2022-07-22,Open,7331393,False,7,
L0004221,P003784,A00191,2023-05-15,Open,20540917,False,78,
L0004222,P000457,A00081,2023-11-29,Open,7204031,False,173,
L0004223,P001248,A00245,2022-09-03,Exclusive,7784448,True,64,2022-11-06
L0004224,P001439,A00242,2024-12-17,Open,13140982,False,44,
L0004225,P003413,A00021,2023-02-10,Open,20595699,False,105,
L0004226,P002339,A00124,2024-05-21,Open,5877914,True,17,2024-06-07
L0004227,P001057,A00110,2022-11-09,Exclusive,15424605,False,206,
L0004228,P000206,A00229,2024-10-21,Open,6426940,True,65,2024-12-25
L0004229,P003543,A00068,2023-05-20,Exclusive,23625706,True,45,2023-07-04
L0004230,P001752,A00125,2022-06-07,Exclusive,10437360,False,106,
L0004231,P001834,A00013,2022-11-26,Partner,10811602,False,143,
L0004232,P003024,A00113,2023-01-09,Open,19196789,False,113,
L0004233,P001366,A00252,2022-05-11,Open,18532598,True,65,2022-07-15
L0004234,P004459,A00065,2024-02-03,Open,16024641,True,24,2024-02-27
L0004235,P002324,A00088,2024-04-01,Open,7368994,False,138,
L0004236,P001473,A00147,2022-04-08,Open,6952654,False,220,
L0004237,P000509,A00055,2022-12-08,Open,9361556,False,90,
L0004238,P002147,A00209,2023-11-21,Open,5333977,False,54,
L0004239,P002630,A00203,2023-06-12,Open,10949679,False,72,
L0004240,P001601,A00234,2024-11-13,Open,30548864,False,71,
L0004241,P000856,A00009,2023-04-05,Exclusive,8854168,True,44,2023-05-19
L0004242,P004270,A00076,2023-03-02,Exclusive,23752853,False,119,
L0004243,P001654,A00131,2022-01-06,Exclusive,11130313,False,103,
L0004244,P003384,A00176,2024-05-15,Exclusive,36742525,False,273,
L0004245,P003780,A00066,2023-11-30,Exclusive,13006860,False,47,
L0004246,P003054,A00144,2022-06-10,Open,9039154,True,80,2022-08-29
L0004247,P003663,A00192,2022-04-27,Open,12813847,False,175,
L0004248,P003722,A00169,2023-05-30,Partner,13594666,True,80,2023-08-18
L0004249,P004271,A00296,2022-08-06,Exclusive,12087457,True,80,2022-10-25
L0004250,P003665,A00021,2023-09-17,Exclusive,8274803,False,66,
L0004251,P002255,A00286,2024-03-21,Open,23621696,False,42,
L0004252,P004292,A00219,2022-01-31,Exclusive,24804359,True,19,2022-02-19
L0004253,P003710,A00213,2022-02-17,Open,20660585,False,92,
L0004254,P003850,A00030,2023-08-10,Exclusive,15728436,False,47,
L0004255,P001688,A00066,2024-04-18,Exclusive,8871963,True,33,2024-05-21
L0004256,P001306,A00244,2024-03-18,Open,11132714,True,69,2024-05-26
L0004257,P001971,A00223,2022-01-23,Open,13223585,False,75,
L0004258,P000290,A00035,2024-10-11,Open,12921153,False,48,
L0004259,P002722,A00225,2022-08-19,Open,27121766,True,68,2022-10-26
L0004260,P000362,A00082,2023-02-15,Open,9096189,False,181,
L0004261,P000384,A00291,2024-02-17,Exclusive,12793296,False,116,
L0004262,P000009,A00221,2023-09-22,Exclusive,12887481,True,35,2023-10-27
L0004263,P003758,A00175,2024-12-17,Open,12639377,False,92,
L0004264,P002085,A00219,2024-11-11,Partner,14237006,True,54,2025-01-04
L0004265,P001468,A00164,2023-03-24,Open,19063174,False,84,
L0004266,P002348,A00295,2024-03-20,Exclusive,5755784,False,82,
L0004267,P003220,A00223,2022-07-18,Partner,8789189,False,60,
L0004268,P001256,A00172,2024-03-24,Exclusive,13609748,False,11,
L0004269,P000838,A00228,2022-08-24,Open,7864116,True,26,2022-09-19
L0004270,P003569,A00011,2023-09-28,Open,5926693,False,181,
L0004271,P004241,A00188,2023-04-25,Partner,7820137,True,33,2023-05-28
L0004272,P003223,A00246,2022-08-05,Partner,12480005,True,68,2022-10-12
L0004273,P002850,A00039,2022-06-10,Exclusive,10152064,True,23,2022-07-03
L0004274,P000335,A00151,2023-05-26,Partner,10473484,True,78,2023-08-12
L0004275,P001743,A00068,2022-04-20,Exclusive,12848661,False,106,
L0004276,P002435,A00242,2022-10-28,Partner,45151677,False,260,
L0004277,P004104,A00162,2023-06-28,Open,5990334,False,205,
L0004278,P000238,A00248,2022-09-03,Exclusive,7336476,False,7,
L0004279,P001550,A00107,2023-02-26,Open,14434090,True,50,2023-04-17
L0004280,P002211,A00261,2023-08-23,Exclusive,12473609,False,166,
L0004281,P003516,A00153,2024-02-24,Open,5063500,True,16,
L0004282,P004429,A00280,2023-03-31,Open,16117474,False,39,
L0004283,P000331,A00295,2024-06-17,Partner,10502106,True,49,2024-08-05
L0004284,P003210,A00206,2023-09-07,Exclusive,40632290,False,76,
L0004285,P002625,A00080,2022-02-14,Partner,18401429,False,73,
L0004286,P003130,A00024,2024-07-25,Exclusive,17311523,True,59,2024-09-22
L0004287,P004032,A00247,2024-05-05,Open,11315130,True,39,2024-06-13
L0004288,P002420,A00171,2022-01-13,Open,22824556,True,80,2022-04-03
L0004289,P004281,A00237,2024-01-06,Open,4756716,False,73,
L0004290,P002595,A00030,2022-06-10,Open,18579975,False,84,
L0004291,P002091,A00165,2022-07-02,Exclusive,7303801,False,114,
L0004292,P000558,A00257,2023-06-21,Open,18942990,True,65,2023-08-25
L0004293,P004139,A00297,2022-07-09,Exclusive,15761392,True,15,2022-07-24
L0004294,P000863,A00158,2024-01-15,Open,13642626,True,50,2024-03-05
L0004295,P001074,A00096,2023-06-29,Exclusive,10454306,True,28,2023-07-27
L0004296,P000254,A00245,2023-11-21,Open,15890210,False,92,
L0004297,P003094,A00073,2022-04-25,Open,14980634,True,55,2022-06-19
L0004298,P003815,A00048,2024-11-21,Partner,6684644,True,66,2025-01-26
L0004299,P001450,A00244,2024-09-17,Exclusive,15838344,False,13,
L0004300,P002766,A00134,2023-08-06,Open,25772097,True,42,2023-09-17
L0004301,P002510,A00065,2024-06-29,Partner,24898056,False,49,
L0004302,P002638,A00095,2022-03-03,Open,34090499,False,245,
L0004303,P003052,A00201,2024-03-21,Exclusive,9959291,True,44,2024-05-04
L0004304,P000447,A00084,2024-06-24,Exclusive,50236241,True,67,2024-08-30
L0004305,P004036,A00157,2024-08-14,Partner,11110350,False,132,
L0004306,P001592,A00055,2023-07-18,Exclusive,11420267,False,67,
L0004307,P002771,A00107,2024-10-12,Exclusive,9899225,True,31,2024-11-12
L0004308,P003564,A00209,2024-08-27,Exclusive,12608829,False,131,
L0004309,P000790,A00029,2022-09-08,Open,12909589,True,42,2022-10-20
L0004310,P000364,A00023,2023-10-15,Open,26930100,False,66,
L0004311,P003275,A00047,2023-07-09,Open,15939990,False,94,
L0004312,P002082,A00163,2024-11-23,Exclusive,14512508,False,103,
L0004313,P000253,A00252,2022-12-26,Open,22006566,True,44,2023-02-08
L0004314,P000033,A00282,2022-11-13,Open,5786935,False,74,
L0004315,P001667,A00001,2023-09-20,Open,6881565,True,61,2023-11-20
L0004316,P004182,A00129,2022-08-26,Open,4915563,False,56,
L0004317,P002767,A00166,2023-09-21,Open,6134674,False,115,
L0004318,P004390,A00166,2024-07-31,Open,28643625,True,16,2024-08-16
L0004319,P001974,A00054,2024-01-26,Exclusive,20291089,False,61,
L0004320,P001716,A00141,2022-08-13,Open,12706210,True,35,2022-09-17
L0004321,P000537,A00239,2022-10-09,Exclusive,4894192,False,128,
L0004322,P000066,A00130,2023-09-26,Open,12569930,True,42,2023-11-07
L0004323,P000748,A00243,2022-09-23,Partner,15641183,False,102,
L0004324,P000726,A00163,2023-04-01,Exclusive,17822330,True,53,2023-05-24
L0004325,P003688,A00151,2023-02-23,Partner,8475446,True,83,2023-05-17
L0004326,P000713,A00046,2023-10-03,Exclusive,7782077,False,110,
L0004327,P004420,A00089,2024-10-05,Partner,5249638,True,33,2024-11-07
L0004328,P001126,A00107,2022-06-01,Open,9109304,True,8,2022-06-09
L0004329,P001369,A00036,2022-07-28,Open,5640143,False,128,
L0004330,P001510,A00085,2024-03-08,Exclusive,6828501,True,59,2024-05-06
L0004331,P004063,A00044,2022-11-18,Partner,12465129,False,134,
L0004332,P003538,A00023,2022-04-11,Exclusive,14308732,True,61,2022-06-11
L0004333,P001874,A00141,2024-07-03,Open,14477693,False,76,
L0004334,P001228,A00225,2022-08-03,Open,4524414,False,88,
L0004335,P000973,A00062,2024-08-23,Open,8865053,True,44,2024-10-06
L0004336,P003005,A00166,2023-11-19,Exclusive,14240803,True,33,2023-12-22
L0004337,P003817,A00024,2022-08-04,Open,7345734,False,39,
L0004338,P003375,A00080,2024-05-16,Open,9298918,False,99,
L0004339,P003534,A00214,2022-03-03,Exclusive,41925596,False,224,
L0004340,P003374,A00069,2024-02-10,Exclusive,9771115,False,144,
L0004341,P001930,A00144,2022-03-04,Open,13059990,False,106,
L0004342,P001458,A00048,2023-05-16,Exclusive,10433011,False,53,
L0004343,P000317,A00022,2024-07-03,Exclusive,9230527,True,51,2024-08-23
L0004344,P004338,A00058,2023-01-02,Open,11756128,False,104,
L0004345,P000441,A00067,2024-12-19,Open,6406204,True,48,2025-02-05
L0004346,P003399,A00022,2022-03-02,Open,5828481,False,113,
L0004347,P002801,A00033,2023-12-27,Open,12513795,True,64,2024-02-29
L0004348,P002105,A00016,2022-08-18,Partner,22867421,False,107,
L0004349,P000902,A00243,2023-05-25,Open,10853432,False,10,
L0004350,P003355,A00059,2022-08-14,Exclusive,29485468,True,11,2022-08-25
L0004351,P001353,A00211,2022-04-27,Exclusive,6898617,True,32,2022-05-29
L0004352,P001186,A00096,2022-03-03,Open,15123307,False,50,
L0004353,P000271,A00142,2023-05-28,Open,5598761,True,76,2023-08-12
L0004354,P002224,A00123,2023-07-14,Open,18090297,True,49,2023-09-01
L0004355,P003763,A00197,2024-01-13,Open,15203666,False,34,
L0004356,P003619,A00157,2024-02-08,Exclusive,20364620,True,87,2024-05-05
L0004357,P003992,A00227,2022-02-22,Open,12975869,False,227,
L0004358,P000578,A00166,2023-09-22,Exclusive,12808590,False,100,
L0004359,P000428,A00174,2023-02-28,Open,33436432,True,36,2023-04-05
L0004360,P000145,A00269,2024-01-09,Exclusive,4914460,False,86,
L0004361,P003385,A00038,2023-11-19,Partner,7069072,False,120,
L0004362,P001911,A00184,2022-02-20,Exclusive,8418288,False,104,
L0004363,P004479,A00075,2024-04-15,Open,20639837,False,114,
L0004364,P002610,A00205,2024-05-28,Exclusive,39084751,True,68,2024-08-04
L0004365,P000460,A00072,2024-02-14,Exclusive,8193705,False,96,
L0004366,P003782,A00123,2024-06-25,Exclusive,6942656,False,186,
L0004367,P002725,A00072,2022-02-16,Open,10616936,True,41,2022-03-29
L0004368,P004452,A00163,2024-09-19,Open,23830792,False,108,
L0004369,P003146,A00040,2022-08-06,Exclusive,15662034,True,47,2022-09-22
L0004370,P003079,A00079,2023-03-20,Exclusive,6015780,True,100,2023-06-28
L0004371,P003330,A00176,2023-09-02,Exclusive,6598769,False,67,
L0004372,P003704,A00242,2024-12-13,Open,9312599,False,113,
L0004373,P001782,A00049,2023-03-15,Open,13167066,False,103,
L0004374,P001692,A00278,2022-02-21,Exclusive,4707632,True,21,2022-03-14
L0004375,P001546,A00140,2022-04-27,Partner,15972156,False,146,
L0004376,P003108,A00289,2024-08-19,Exclusive,8196706,True,26,2024-09-14
L0004377,P003196,A00223,2023-03-08,Open,8296772,True,13,2023-03-21
L0004378,P002656,A00278,2023-03-21,Exclusive,9589918,True,63,2023-05-23
L0004379,P001745,A00210,2022-12-07,Exclusive,15749945,True,43,2023-01-19
L0004380,P000756,A00252,2022-08-01,Open,11433580,False,96,
L0004381,P001463,A00214,2022-08-21,Open,35694211,False,7,
L0004382,P001144,A00260,2023-08-29,Partner,11584975,False,7,
L0004383,P001636,A00033,2023-07-18,Exclusive,7633282,False,101,
L0004384,P002435,A00238,2024-08-18,Exclusive,39050863,True,66,2024-10-23
L0004385,P002553,A00182,2022-01-05,Open,28649006,False,41,
L0004386,P004402,A00180,2022-08-05,Partner,29695547,True,39,2022-09-13
L0004387,P004302,A00076,2024-08-14,Exclusive,12899213,True,51,2024-10-04
L0004388,P000230,A00012,2022-02-11,Open,4926128,True,62,2022-04-14
L0004389,P001578,A00067,2022-11-14,Exclusive,18479499,False,30,
L0004390,P000582,A00072,2023-02-14,Open,8675364,True,34,2023-03-20
L0004391,P000114,A00107,2023-10-17,Exclusive,18658585,False,125,
L0004392,P001183,A00203,2022-05-12,Open,27046788,False,123,
L0004393,P004347,A00253,2024-05-27,Open,18713023,True,16,2024-06-12
L0004394,P003283,A00130,2024-03-21,Exclusive,14627085,True,34,2024-04-24
L0004395,P001179,A00049,2023-12-25,Open,14790634,False,141,
L0004396,P001850,A00209,2024-02-10,Open,11216614,True,36,2024-03-17
L0004397,P004375,A00125,2024-09-06,Open,7965890,False,160,
L0004398,P001694,A00288,2023-03-03,Exclusive,5887058,False,88,
L0004399,P003829,A00120,2023-09-22,Exclusive,7027658,False,7,
L0004400,P002384,A00278,2024-01-25,Open,6683722,True,67,2024-04-01
L0004401,P003307,A00150,2023-10-12,Exclusive,4658589,False,101,
L0004402,P000144,A00066,2022-11-17,Open,14659866,True,49,2023-01-05
L0004403,P002099,A00075,2024-10-14,Exclusive,21525396,False,54,
L0004404,P004420,A00161,2022-05-14,Open,5256467,False,148,
L0004405,P004476,A00072,2023-04-29,Exclusive,7674877,True,47,2023-06-15
L0004406,P003556,A00163,2023-06-10,Exclusive,7538618,True,60,2023-08-09
L0004407,P001275,A00252,2023-04-16,Open,33162743,False,234,
L0004408,P002216,A00039,2024-12-08,Exclusive,8195819,True,53,2025-01-30
L0004409,P002333,A00091,2024-09-27,Exclusive,8834147,True,59,2024-11-25
L0004410,P003639,A00164,2024-05-15,Exclusive,18379369,False,89,
L0004411,P000793,A00253,2024-04-23,Exclusive,9186765,True,37,2024-05-30
L0004412,P002480,A00224,2022-02-02,Open,12954725,True,3,2022-02-05
L0004413,P003848,A00134,2024-01-12,Partner,14715461,True,18,2024-01-30
L0004414,P000207,A00169,2022-08-22,Open,7060199,False,180,
L0004415,P001795,A00040,2024-05-04,Exclusive,22573968,True,56,2024-06-29
L0004416,P003506,A00189,2023-04-16,Partner,14518687,False,68,
L0004417,P002281,A00266,2023-02-28,Exclusive,10491378,True,82,2023-05-21
L0004418,P004110,A00187,2023-03-15,Exclusive,45388392,True,39,2023-04-23
L0004419,P003196,A00299,2024-09-27,Exclusive,9053410,True,95,2024-12-31
L0004420,P003195,A00060,2023-05-02,Exclusive,9081378,False,25,
L0004421,P003190,A00127,2022-09-02,Exclusive,12240918,True,56,2022-10-28
L0004422,P000471,A00298,2024-07-21,Open,18311062,True,9,2024-07-30
L0004423,P002023,A00123,2024-11-20,Exclusive,9357483,True,11,2024-12-01
L0004424,P003898,A00273,2023-11-07,Exclusive,8178737,False,152,
L0004425,P001832,A00065,2023-11-17,Open,16943414,False,167,
L0004426,P001880,A00282,2022-06-09,Open,14349846,True,11,2022-06-20
L0004427,P000822,A00007,2023-05-02,Exclusive,21717686,False,102,
L0004428,P003341,A00136,2023-07-05,Exclusive,10411044,False,32,
L0004429,P003013,A00044,2022-04-18,Exclusive,20092335,False,63,
L0004430,P004405,A00127,2022-08-07,Exclusive,19882820,False,79,
L0004431,P001373,A00231,2022-07-12,Exclusive,16997513,True,39,2022-08-20
L0004432,P000946,A00089,2022-01-08,Open,12732274,True,38,2022-02-15
L0004433,P004361,A00079,2022-12-31,Exclusive,11986741,True,69,2023-03-10
L0004434,P001536,A00031,2022-06-10,Open,9019628,True,24,2022-07-04
L0004435,P002652,A00285,2024-02-04,Exclusive,14178969,True,56,2024-03-31
L0004436,P000290,A00281,2023-12-30,Open,13010679,False,179,
L0004437,P000761,A00041,2022-06-11,Exclusive,9938688,True,20,
L0004438,P003785,A00016,2024-10-31,Exclusive,15926392,False,85,
L0004439,P003368,A00215,2022-08-10,Open,15144927,False,155,
L0004440,P003628,A00100,2022-11-30,Open,24952249,False,106,
L0004441,P003015,A00170,2023-07-25,Exclusive,14022748,True,46,2023-09-09
L0004442,P002826,A00004,2024-12-09,Exclusive,18443831,True,68,2025-02-15
L0004443,P002801,A00095,2023-07-31,Exclusive,14109165,True,26,2023-08-26
L0004444,P003771,A00152,2022-02-18,Exclusive,5517715,False,129,
L0004445,P002605,A00037,2024-12-13,Exclusive,8762632,False,156,
L0004446,P000998,A00274,2023-08-26,Exclusive,10672613,False,7,
L0004447,P002729,A00160,2023-12-15,Partner,13681917,False,71,
L0004448,P000841,A00104,2024-05-01,Open,39843743,True,83,2024-07-23
L0004449,P004293,A00240,2023-10-21,Exclusive,11867840,False,70,
L0004450,P002445,A00222,2023-04-25,Exclusive,8012851,True,45,2023-06-09
L0004451,P003228,A00248,2022-01-31,Exclusive,7333151,True,41,2022-03-13
L0004452,P001046,A00184,2023-10-05,Exclusive,13652201,False,59,
L0004453,P003899,A00060,2022-08-08,Partner,10724432,True,51,2022-09-28
L0004454,P001078,A00120,2023-06-28,Open,20046352,False,157,
L0004455,P002002,A00156,2024-01-17,Exclusive,9388766,False,183,
L0004456,P003282,A00218,2024-04-29,Open,8577234,True,3,2024-05-02
L0004457,P000308,A00096,2023-09-15,Exclusive,5711209,True,53,2023-11-07
L0004458,P001031,A00097,2024-07-22,Exclusive,10281815,False,106,
L0004459,P000517,A00148,2022-09-01,Exclusive,8720932,False,146,
L0004460,P000043,A00012,2022-09-18,Exclusive,19936905,True,25,2022-10-13
L0004461,P001976,A00090,2024-10-05,Partner,10001786,False,39,
L0004462,P003888,A00041,2023-12-29,Open,10333387,False,86,
L0004463,P002090,A00010,2023-11-18,Open,8357917,False,61,
L0004464,P004369,A00039,2023-03-22,Open,9914728,False,81,
L0004465,P000283,A00246,2023-10-01,Open,17782188,False,7,
L0004466,P000237,A00018,2022-02-01,Exclusive,3955094,True,43,2022-03-16
L0004467,P000680,A00259,2022-08-28,Exclusive,6126292,True,50,2022-10-17
L0004468,P001617,A00027,2024-05-27,Open,20696868,False,7,
L0004469,P000148,A00162,2022-11-22,Open,5322040,True,40,2023-01-01
L0004470,P003178,A00154,2024-06-07,Exclusive,9540278,True,76,2024-08-22
L0004471,P000291,A00120,2022-02-04,Open,13233044,False,64,
L0004472,P000005,A00297,2023-01-23,Open,6533983,True,55,2023-03-19
L0004473,P000772,A00023,2022-04-08,Exclusive,33473986,True,57,2022-06-04
L0004474,P000771,A00289,2023-02-20,Partner,12055570,True,27,2023-03-19
L0004475,P000564,A00097,2024-02-28,Exclusive,14931234,True,19,2024-03-18
L0004476,P002206,A00211,2022-11-23,Exclusive,10706139,True,12,2022-12-05
L0004477,P000800,A00018,2022-01-11,Exclusive,27353974,False,78,
L0004478,P001221,A00209,2024-09-29,Exclusive,9952429,False,151,
L0004479,P001188,A00048,2023-06-18,Open,19573899,False,12,
L0004480,P002220,A00032,2024-10-23,Open,17686284,False,101,
L0004481,P000961,A00032,2024-05-05,Open,17881226,False,135,
L0004482,P002099,A00153,2024-06-24,Exclusive,18713238,True,94,2024-09-26
L0004483,P000773,A00203,2023-11-17,Open,23649527,False,88,
L0004484,P000261,A00080,2023-05-21,Open,12228753,True,70,2023-07-30
L0004485,P002175,A00141,2024-12-20,Open,20798791,True,11,2024-12-31
L0004486,P002284,A00096,2023-03-21,Exclusive,13919195,True,18,2023-04-08
L0004487,P003169,A00015,2024-05-10,Open,15817705,True,107,2024-08-25
L0004488,P002144,A00245,2024-11-25,Open,7563834,False,143,
L0004489,P001369,A00167,2022-06-14,Open,6230838,False,72,
L0004490,P002861,A00159,2022-07-28,Exclusive,13625659,True,22,2022-08-19
L0004491,P000680,A00089,2024-10-08,Open,6139579,True,43,
L0004492,P001517,A00049,2023-10-03,Open,9527146,False,33,
L0004493,P001472,A00163,2024-06-08,Open,11717647,True,9,2024-06-17
L0004494,P002318,A00031,2024-11-01,Open,7160326,False,159,
L0004495,P000368,A00154,2023-08-27,Exclusive,12170664,False,229,
L0004496,P001572,A00081,2024-08-08,Exclusive,13169976,False,86,
L0004497,P003696,A00103,2024-01-03,Open,13261236,True,39,2024-02-11
L0004498,P001146,A00234,2022-03-19,Exclusive,30136580,False,159,
L0004499,P003018,A00163,2023-11-07,Exclusive,24839893,False,46,
L0004500,P003504,A00112,2022-01-21,Exclusive,10296546,False,172,
L0004501,P003064,A00126,2022-06-24,Exclusive,9757173,False,47,
L0004502,P000891,A00213,2022-06-20,Open,6353499,False,96,
L0004503,P004104,A00016,2024-03-08,Open,6444079,True,53,2024-04-30
L0004504,P001617,A00132,2023-06-10,Open,19065292,False,136,
L0004505,P000116,A00064,2024-08-08,Open,12078408,True,37,2024-09-14
L0004506,P004480,A00177,2023-10-09,Exclusive,8506102,True,48,2023-11-26
L0004507,P003143,A00205,2023-01-15,Exclusive,10116421,False,44,
L0004508,P004160,A00008,2022-10-10,Partner,11108202,True,45,2022-11-24
L0004509,P003011,A00214,2023-02-07,Open,15928893,True,69,2023-04-17
L0004510,P000219,A00198,2022-12-23,Exclusive,21558019,True,36,2023-01-28
L0004511,P001334,A00232,2022-06-06,Exclusive,5905785,False,121,
L0004512,P000746,A00091,2022-09-23,Exclusive,8385440,True,56,2022-11-18
L0004513,P001784,A00170,2024-10-26,Open,35413364,False,23,
L0004514,P004122,A00024,2024-11-16,Exclusive,11024666,True,32,2024-12-18
L0004515,P003319,A00086,2023-05-01,Exclusive,26147941,False,118,
L0004516,P003024,A00164,2024-07-14,Partner,22984792,False,118,
L0004517,P001944,A00134,2022-07-21,Exclusive,13741803,False,96,
L0004518,P003221,A00264,2022-08-23,Exclusive,11104761,False,108,
L0004519,P003213,A00155,2024-03-08,Open,7356679,True,82,2024-05-29
L0004520,P001266,A00252,2022-03-20,Open,8422916,True,70,2022-05-29
L0004521,P001032,A00153,2024-03-23,Exclusive,8542332,True,56,2024-05-18
L0004522,P002443,A00248,2024-03-11,Open,19820815,False,151,
L0004523,P000938,A00293,2024-09-19,Open,18892443,False,41,
L0004524,P000376,A00007,2023-04-24,Open,9807894,True,18,2023-05-12
L0004525,P003899,A00069,2022-07-18,Partner,12622816,False,193,
L0004526,P001461,A00156,2022-05-24,Open,16136729,False,189,
L0004527,P001766,A00018,2022-08-20,Exclusive,30977227,False,84,
L0004528,P002691,A00150,2023-07-10,Open,20233434,True,64,2023-09-12
L0004529,P001331,A00130,2022-06-30,Partner,7262184,False,227,
L0004530,P000156,A00052,2022-03-24,Open,20707096,True,37,2022-04-30
L0004531,P002722,A00072,2022-05-22,Partner,27759433,False,104,
L0004532,P000175,A00191,2022-05-14,Open,16384013,True,37,2022-06-20
L0004533,P001771,A00262,2022-01-13,Open,15709906,False,95,
L0004534,P003697,A00259,2023-12-22,Exclusive,13680585,True,88,2024-03-19
L0004535,P000251,A00143,2024-01-23,Open,13261450,True,36,2024-02-28
L0004536,P003213,A00120,2023-05-03,Open,7561826,False,87,
L0004537,P000805,A00231,2024-07-15,Exclusive,18257774,False,84,
L0004538,P003656,A00153,2023-04-11,Exclusive,18247461,False,93,
L0004539,P003444,A00184,2024-03-17,Open,11390440,True,32,2024-04-18
L0004540,P001577,A00213,2023-11-29,Open,8884282,True,3,2023-12-02
L0004541,P003108,A00201,2022-02-15,Open,7448493,True,31,2022-03-18
L0004542,P000763,A00162,2022-08-05,Exclusive,10641121,False,143,
L0004543,P003765,A00097,2024-05-10,Open,12273305,True,34,2024-06-13
L0004544,P000442,A00292,2024-05-19,Exclusive,15952569,False,130,
L0004545,P003164,A00120,2023-10-20,Exclusive,12861381,False,217,
L0004546,P002982,A00017,2022-09-03,Open,6664594,False,126,
L0004547,P002413,A00282,2022-05-09,Exclusive,10234326,False,109,
L0004548,P000690,A00137,2023-12-23,Exclusive,11751487,False,92,
L0004549,P002169,A00234,2023-06-03,Open,11710803,False,134,
L0004550,P001263,A00083,2023-01-23,Open,16317634,True,19,2023-02-11
L0004551,P001603,A00056,2024-05-16,Exclusive,11649857,True,45,2024-06-30
L0004552,P000560,A00228,2022-11-15,Partner,15827079,False,137,
L0004553,P000018,A00220,2023-08-18,Exclusive,8411046,True,39,2023-09-26
L0004554,P003497,A00153,2022-12-24,Exclusive,13800960,True,24,2023-01-17
L0004555,P001893,A00205,2024-05-06,Exclusive,7944626,True,76,2024-07-21
L0004556,P002870,A00004,2022-06-11,Exclusive,39708285,True,45,2022-07-26
L0004557,P001957,A00184,2024-03-13,Exclusive,10986158,False,115,
L0004558,P002221,A00228,2022-12-28,Open,17139355,False,71,
L0004559,P003585,A00001,2023-02-14,Open,9407682,False,155,
L0004560,P004104,A00247,2022-09-28,Exclusive,5979297,False,7,
L0004561,P000503,A00100,2024-12-14,Exclusive,8937628,False,98,
L0004562,P001497,A00255,2024-01-02,Partner,15148485,False,61,
L0004563,P002509,A00219,2024-04-17,Open,6393707,False,126,
L0004564,P004185,A00028,2024-04-23,Open,6841512,False,8,
L0004565,P001381,A00066,2022-06-17,Open,15185911,True,92,2022-09-17
L0004566,P001836,A00300,2022-12-19,Open,11283498,False,217,
L0004567,P004174,A00105,2022-01-17,Open,22541298,True,18,2022-02-04
L0004568,P001263,A00142,2023-01-07,Open,14971528,True,60,2023-03-08
L0004569,P001145,A00093,2022-05-08,Open,14877639,False,80,
L0004570,P002558,A00117,2024-10-09,Partner,6272110,False,111,
