transaction_id,listing_id,property_id,agent_id,customer_id,city,deal_date,deal_price,commission_amount,payment_mode,deal_status
T00002106,L0001109,P002558,A00010,C005338,Sylhet,2023-11-28,6318616.0,178817,Cash,Completed
T00002107,L0007864,P003898,A00263,C004050,Khulna,2024-01-29,7351657.0,173499,Mortgage,Completed
T00002108,L0007720,P000530,A00094,C000254,Mymensingh,2023-01-01,10673018.0,293508,Mortgage,Completed
T00002109,L0004039,P002426,A00295,C003972,Chattogram,2022-12-18,12052889.0,248290,Mortgage,Completed
T00002110,L0001285,P003307,A00172,C000575,Rajshahi,2025-02-08,4478742.0,120030,Cash,Completed
T00002111,L0007798,P002602,A00253,C004329,Rangpur,2025-03-12,4157200.0,135525,Mortgage,Completed
T00002112,L0000638,P003187,A00088,C002445,Khulna,2023-09-05,19888677.0,525061,Cash,Completed
T00002113,L0005904,P001908,A00271,C002844,Rangpur,2024-07-11,6922385.0,119757,Installment,Completed
T00002114,L0007491,P002691,A00216,C007473,Chattogram,2024-11-25,20823005.0,551810,Mortgage,Completed
T00002115,L0002805,P000737,A00097,C004124,Mymensingh,2023-09-23,10335350.0,240814,Installment,Completed
T00002116,L0000858,P000209,A00147,C007378,Mymensingh,2022-11-12,,391599,Mortgage,Completed
T00002117,L0004660,P000967,A00208,C005433,Dhaka,2023-04-26,17470126.0,428018,Cash,Completed
T00002118,L0000207,P000628,A00092,C001609,Sylhet,2024-05-30,7369762.0,179085,Mortgage,Completed
T00002119,L0000282,P004044,A00223,C007114,Dhaka,2024-08-29,16447588.0,398032,Installment,Completed
T00002120,L0006357,P003664,A00138,C003592,Chattogram,2022-10-16,25721066.0,792209,Installment,Completed
T00002121,L0007353,P000608,A00205,C005217,Chattogram,2024-05-16,10315856.0,278528,Cash,Completed
T00002122,L0005567,P001572,A00085,C003167,Dhaka,2023-02-24,14514506.0,320771,Cash,Completed
T00002123,L0004089,P003365,A00272,C006248,Mymensingh,2022-02-27,11124939.0,308161,Mortgage,Completed
T00002124,L0007548,P000205,A00066,C005760,Dhaka,2024-12-07,10902429.0,224590,Cash,Completed
T00002125,L0007905,P004242,A00272,C005565,Rangpur,2022-06-26,4267993.0,118223,Cash,Completed
T00002126,L0004510,P000219,A00198,C007644,Chattogram,2023-01-28,21961994.0,571012,Mortgage,Completed
T00002127,L0008345,P000381,A00230,C005662,Khulna,2024-09-16,18438972.0,479413,Mortgage,Completed
T00002128,L0004092,P000035,A00223,C004966,Rangpur,2023-10-24,5747479.0,139089,Cash,Completed
T00002129,L0005627,P003199,A00005,C007868,Khulna,2023-01-22,17940307.0,579472,Mortgage,Completed
T00002130,L0006144,P002899,A00158,C006388,Mymensingh,2022-11-22,9812265.0,281612,Mortgage,Completed
T00002131,L0002298,P000274,A00245,C005055,Rajshahi,2024-04-17,5227201.0,107158,Cash,Completed
T00002132,L0005206,P001104,A00194,C006537,Chattogram,2023-11-20,11667651.0,288191,Mortgage,Completed
T00002133,L0001210,P003208,A00012,C005682,Barishal,2024-06-22,4623139.0,82754,Cash,Completed
T00002134,L0007871,P002141,A00005,C002284,Chattogram,2022-02-17,13901503.0,449019,Installment,Completed
T00002135,L0003295,P002766,A00108,C005375,Dhaka,2022-04-29,30384314.0,665416,Cash,Completed
T00002136,L0005428,P001624,A00105,C000810,Khulna,2022-09-15,6260064.0,180290,Cash,Completed
T00002137,L0000433,P003140,A00120,C007670,Chattogram,2024-11-17,26908198.0,731903,Installment,Completed
T00002138,L0001586,P002351,A00265,C002371,Dhaka,2024-12-20,12978733.0,371192,Mortgage,Completed
T00002139,L0008187,P002458,A00148,C006434,Chattogram,2022-11-19,17885639.0,457872,Cash,Completed
T00002140,L0005175,P001200,A00180,C006802,Mymensingh,2022-12-28,10344834.0,235862,Mortgage,Completed
T00002141,L0004307,P002771,A00107,C002595,Chattogram,2024-11-12,9851257.0,213772,Mortgage,Completed
T00002142,L0006956,P003437,A00237,C006862,Chattogram,2022-08-08,13334029.0,234679,Cash,Completed
T00002143,L0006327,P002225,A00243,C007120,Rajshahi,2022-06-06,4729644.0,125809,Mortgage,Completed
T00002144,L0005259,P001542,A00276,C001750,Dhaka,2024-01-11,27895057.0,705745,Cash,Completed
T00002145,L0003279,P000418,A00070,C002959,Khulna,2023-12-13,6603233.0,169703,Installment,Completed
T00002146,L0006393,P000808,A00033,C003376,Dhaka,2023-04-01,21792588.0,505588,Installment,Completed
T00002147,L0007535,P003938,A00274,C000289,Rajshahi,2022-05-19,14547837.0,279318,,Completed
T00002148,L0004943,P002179,A00086,C002065,Dhaka,2023-06-14,12882673.0,253789,Cash,Completed
T00002149,L0007661,P003404,A00277,C007398,Rajshahi,2022-08-28,6985715.0,155083,Cash,Completed
T00002150,L0002833,P002945,A00085,C003521,Dhaka,2024-09-21,11661995.0,257730,Mortgage,Completed
T00002151,L0004241,P000856,A00009,C001880,Sylhet,2023-05-19,8702160.0,199279,Mortgage,Completed
T00002152,L0000552,P004090,A00026,C003242,Dhaka,2025-01-18,32037913.0,858616,Mortgage,Completed
T00002153,L0000142,P004062,A00202,C005907,Rajshahi,2022-08-17,7091221.0,173026,Mortgage,Completed
T00002154,L0002249,P001294,A00260,C004120,Dhaka,2023-11-30,22093080.0,627443,Installment,Completed
T00002155,L0000794,P003124,A00201,C005715,Chattogram,2022-06-13,8704774.0,180189,Cash,Completed
T00002156,L0001190,P002369,A00115,C005999,Rajshahi,2022-11-23,7821158.0,163462,Mortgage,Completed
T00002157,L0008195,P001697,A00094,C006831,Dhaka,2024-11-12,24958387.0,686356,Mortgage,Completed
T00002158,L0006097,P002931,A00294,C000001,Dhaka,2024-12-04,50217081.0,1446252,Cash,Completed
T00002159,L0005651,P002902,A00128,C003986,Rajshahi,2023-11-25,13361634.0,268569,Mortgage,Completed
T00002160,L0007739,P003940,A00166,C007578,Dhaka,2025-01-07,13623981.0,452316,Installment,Completed
T00002161,L0008189,P002972,A00004,C001693,Dhaka,2022-06-15,30826888.0,801499,Mortgage,Completed
T00002162,L0005746,P000234,A00249,C007416,Dhaka,2024-11-29,14873717.0,352507,Cash,Completed
T00002163,L0003706,P003787,A00069,C000470,Chattogram,2024-06-02,19847778.0,426727,Mortgage,Completed
T00002164,L0006906,P003022,A00150,C007931,Dhaka,2022-10-23,27481069.0,774966,Mortgage,Completed
T00002165,L0002640,P000446,A00078,C004895,Khulna,2024-12-13,8642898.0,157301,Cash,Completed
T00002166,L0001061,P000955,A00056,C007673,Barishal,2022-03-07,5664226.0,145571,Cash,Completed
T00002167,L0000764,P003175,A00045,C005795,Dhaka,2022-03-05,13447266.0,314666,Mortgage,Completed
T00002168,L0003260,P001339,A00076,C005579,Dhaka,2023-03-31,25102328.0,592415,Mortgage,Completed
T00002169,L0005270,P000492,A00103,C006730,Chattogram,2022-10-14,12234014.0,321755,Cash,Completed
T00002170,L0004121,P002834,A00101,C003534,Mymensingh,2024-03-26,14623915.0,339275,Mortgage,Completed
T00002171,L0007585,P001789,A00098,C001182,Dhaka,2024-03-17,14179974.0,327557,Mortgage,Completed
T00002172,L0000708,P002106,A00112,C004694,Rajshahi,2022-10-08,7886377.0,190850,Installment,Completed
T00002173,L0008126,P001316,A00070,C004616,Rangpur,2024-08-20,7789043.0,200178,Mortgage,Completed
T00002174,L0003586,P001058,A00147,C001039,Sylhet,2023-10-23,5657592.0,147663,Mortgage,Completed
T00002175,L0002172,P003609,A00084,C002698,Dhaka,2023-04-23,25896452.0,675897,Cash,Completed
T00002176,L0001208,P004308,A00030,C001066,Khulna,2023-02-01,,236554,Mortgage,Completed
T00002177,L0001049,P003900,A00128,C001087,Dhaka,2024-11-18,14992355.0,301346,Mortgage,Completed
T00002178,L0008370,P004323,A00182,C001840,Dhaka,2023-07-15,50788184.0,1609985,Mortgage,Completed
T00002179,L0005666,P003588,A00217,C004784,Barishal,2022-07-31,6397092.0,192552,Cash,Completed
T00002180,L0002240,P000126,A00224,C001733,Chattogram,2023-08-12,10361614.0,235209,Mortgage,Completed
T00002181,L0004948,P003010,A00171,C007064,Dhaka,2024-08-03,10514447.0,290199,Mortgage,Completed
T00002182,L0008494,P002308,A00207,C005747,Rangpur,2022-12-31,3336855.0,59730,Cash,Completed
T00002183,L0003790,P003151,A00204,C000773,Dhaka,2024-12-08,11107292.0,222146,Mortgage,Completed
T00002184,L0008223,P000475,A00211,C001369,Dhaka,2024-04-05,15537567.0,452143,Installment,Completed
T00002185,L0001621,P002533,A00131,C004988,Chattogram,2024-08-21,7130491.0,168280,Installment,Completed
T00002186,L0005863,P001110,A00171,C001161,Dhaka,2024-08-29,46048272.0,1270932,Cash,Completed
T00002187,L0004156,P001292,A00053,C002389,Chattogram,2023-06-30,19715861.0,374601,Installment,Completed
T00002188,L0005358,P001187,A00180,C001443,Rangpur,2023-01-02,4712844.0,107453,Installment,Completed
T00002189,L0005468,P000348,A00183,C007645,Barishal,2023-07-28,7682334.0,245066,Mortgage,Completed
T00002190,L0003211,P003156,A00065,C006266,Chattogram,2024-01-02,8805818.0,279144,Mortgage,Completed
T00002191,L0002975,P000439,A00258,C004706,Dhaka,2023-09-08,13576197.0,359769,Cash,Completed
T00002192,L0006432,P000274,A00216,C001689,Rajshahi,2023-06-18,5078363.0,134577,Mortgage,Completed
T00002193,L0008440,P003560,A00063,C006635,Chattogram,2024-05-26,21433777.0,694454,Mortgage,Completed
T00002194,L0000162,P002291,A00294,C007348,Khulna,2023-09-07,13483896.0,388336,Mortgage,Completed
T00002195,L0007566,P000987,A00091,C006548,Rajshahi,2024-01-11,8054168.0,214241,Mortgage,Completed
T00002196,L0000046,P000837,A00233,C006212,Dhaka,2023-01-24,11446601.0,264416,Installment,Completed
T00002197,L0004720,P003837,A00217,C007098,Sylhet,2023-05-29,26524431.0,798385,Mortgage,Completed
T00002198,L0003266,P000100,A00071,C005252,Chattogram,2023-12-29,16572202.0,495509,Mortgage,Completed
T00002199,L0002019,P002265,A00292,C002099,Chattogram,2025-02-12,7906597.0,196874,Mortgage,Completed
T00002200,L0003588,P002987,A00193,C005421,Sylhet,2024-06-06,20301109.0,503468,Cash,Completed
T00002201,L0005460,P003438,A00257,C001291,Chattogram,2024-02-27,19810092.0,505157,Cash,Completed
T00002202,L0002271,P002816,A00254,C001645,Chattogram,2024-05-13,21867256.0,548868,Cash,Completed
T00002203,L0001803,P001186,A00295,C001104,Dhaka,2024-03-09,15135920.0,311800,Mortgage,Completed
T00002204,L0005085,P004488,A00170,C001106,Dhaka,2022-08-12,15518576.0,440728,Mortgage,Completed
T00002205,L0007044,P000280,A00017,C000546,Sylhet,2024-09-10,6755441.0,151997,Mortgage,Completed
T00002206,L0007236,P000916,A00042,C003889,Barishal,2023-08-28,10749853.0,164473,Mortgage,Completed
T00002207,L0001500,P000544,A00255,C002553,Rajshahi,2022-10-15,6329590.0,202547,Mortgage,Completed
T00002208,L0003057,P004395,A00143,C007107,Chattogram,2023-01-21,16119610.0,432006,Mortgage,Completed
T00002209,L0005449,P002353,A00167,C002740,Khulna,2024-03-07,8352487.0,268115,Installment,Completed
T00002210,L0007496,P001758,A00206,C000736,Khulna,2023-12-01,4705895.0,125177,Mortgage,Completed
T00002211,L0004482,P002099,A00153,C000288,Dhaka,2024-09-26,18643324.0,540656,Cash,Completed
T00002212,L0001844,P001682,A00103,C007888,Dhaka,2022-06-19,9822327.0,258327,Mortgage,Completed
T00002213,L0006820,P003483,A00024,C004574,Dhaka,2022-05-18,35970947.0,931648,Cash,Completed
T00002214,L0006185,P002886,A00016,C001384,Rangpur,2022-12-29,9974860.0,224434,Mortgage,Completed
T00002215,L0001960,P000389,A00271,C004959,Chattogram,2023-08-23,11270721.0,194983,Cash,Completed
T00002216,L0005251,P000489,A00259,C007107,Dhaka,2022-08-26,10758159.0,376536,Cash,Completed
T00002217,L0005586,P002667,A00073,C005163,Dhaka,2025-01-21,11593323.0,210998,Mortgage,Completed
T00002218,L0001465,P002991,A00036,C006944,Rangpur,2023-09-26,8963608.0,201681,Mortgage,Completed
T00002219,L0005872,P000722,A00297,C001721,Khulna,2025-02-01,5955013.0,122673,Mortgage,Completed
T00002220,L0001403,P003968,A00122,C003900,Dhaka,2022-09-12,14508426.0,400433,Cash,Completed
T00002221,L0007232,P000927,A00285,C006597,Chattogram,2023-06-20,12380613.0,345419,Cash,Completed
T00002222,L0007587,P002370,A00155,C003925,Chattogram,2024-11-29,13694569.0,286216,Installment,Completed
T00002223,L0008439,P001086,A00147,C006268,Dhaka,2022-05-12,32700043.0,853471,Mortgage,Completed
T00002224,L0001802,P002596,A00267,C006631,Dhaka,2024-12-14,11579328.0,302220,Installment,Completed
T00002225,L0001876,P002952,A00284,C005711,Chattogram,2022-11-19,12035516.0,252746,Cash,Completed
T00002226,L0006446,P001621,A00248,C000792,Barishal,2022-08-14,10197336.0,218223,Cash,Completed
T00002227,L0005294,P001931,A00164,C005630,Dhaka,2023-03-08,13111563.0,312055,Cash,Completed
T00002228,L0002661,P002389,A00263,C007060,Sylhet,2024-08-07,8081042.0,190713,Mortgage,Completed
T00002229,L0000980,P002456,A00288,C007193,Rajshahi,2024-07-01,7948620.0,136716,Installment,Completed
T00002230,L0007510,P000074,A00053,C000461,Dhaka,2022-03-27,16688126.0,317074,Mortgage,Completed
T00002231,L0007341,P000401,A00218,C007719,Dhaka,2025-01-06,13844671.0,407033,Cash,Completed
T00002232,L0000558,P004349,A00291,C005231,Rajshahi,2023-10-27,7833217.0,192697,Mortgage,Completed
T00002233,L0002047,P003234,A00255,C001812,Chattogram,2024-05-29,11421851.0,365499,Cash,Completed
T00002234,L0004400,P002384,A00278,C000775,Khulna,2024-04-01,6825520.0,193162,Installment,Completed
T00002235,L0002612,P003520,A00004,C001360,Dhaka,2022-11-02,20184059.0,524786,Mortgage,Completed
T00002236,L0001157,P002894,A00106,C002757,Barishal,2022-09-10,10150488.0,162408,Mortgage,Completed
T00002237,L0003016,P003975,A00054,C000480,Rangpur,2024-12-02,6305539.0,175294,Installment,Completed
T00002238,L0002057,P002580,A00246,C004855,Barishal,2022-05-16,18007042.0,423165,Cash,Completed
T00002239,L0004751,P002930,A00140,C006083,Dhaka,2023-11-19,32739126.0,919969,Mortgage,Completed
T00002240,L0005214,P000418,A00186,C007261,Khulna,2022-06-05,7117682.0,216378,,Completed
T00002241,L0001198,P000244,A00185,C005992,Dhaka,2023-02-02,28526266.0,741683,Installment,Completed
T00002242,L0002845,P003344,A00136,C003850,Khulna,2022-09-26,6862153.0,130381,Mortgage,Completed
T00002243,L0002085,P000431,A00098,C002959,Rangpur,2024-07-23,11146572.0,257486,Cash,Completed
T00002244,L0001381,P003824,A00094,C002849,Dhaka,2023-02-27,12928785.0,355542,Cash,Completed
T00002245,L0000911,P001026,A00238,C002682,Chattogram,2023-02-03,10488594.0,263264,Installment,Completed
T00002246,L0004779,P000433,A00033,C004402,Chattogram,2023-04-09,5781587.0,134133,Installment,Completed
T00002247,L0006330,P004313,A00134,C000204,Rangpur,2024-05-27,4398935.0,129769,Cash,Completed
T00002248,L0004354,P002224,A00123,C004883,Dhaka,2023-09-01,18437987.0,459106,Cash,Completed
T00002249,L0006672,P001985,A00289,C003790,Mymensingh,2022-09-21,11498580.0,287464,Cash,Completed
T00002250,L0005255,P003230,A00120,C005039,Dhaka,2023-12-29,11423883.0,310730,Mortgage,Completed
T00002251,L0003552,P003718,A00300,C003281,Dhaka,2022-10-26,12319290.0,287039,Cash,Completed
T00002252,L0006977,P000598,A00036,C003905,Khulna,2022-09-02,6167866.0,138777,Installment,Completed
T00002253,L0002616,P004463,A00182,C001225,Khulna,2024-10-11,9151173.0,290092,Mortgage,Completed
T00002254,L0004168,P001978,A00275,C007877,Khulna,2024-12-27,7085620.0,175723,Mortgage,Completed
T00002255,L0000593,P001518,A00174,C005617,Chattogram,2024-10-23,11139782.0,306344,Cash,Completed
T00002256,L0003238,P000665,A00130,C006558,Dhaka,2022-02-12,15043670.0,416710,Cash,Completed
T00002257,L0004234,P004459,A00065,C005040,Chattogram,2024-02-27,15055783.0,477268,Mortgage,Completed
T00002258,L0001204,P000336,A00202,C003039,Sylhet,2023-11-09,9637785.0,235162,Mortgage,Completed
T00002259,L0004486,P002284,A00096,C000133,Dhaka,2023-04-08,14449315.0,330889,Mortgage,Completed
T00002260,L0006472,P001290,A00009,C000031,Chattogram,2024-06-19,14929413.0,341884,Mortgage,Completed
T00002261,L0000854,P001174,A00209,C005555,Dhaka,2022-12-05,9628404.0,279224,Mortgage,Completed
T00002262,L0002178,P000506,A00145,C004878,Chattogram,2023-10-18,25996280.0,707099,Mortgage,Completed
T00002263,L0007982,P003494,A00194,C005766,Rangpur,2022-04-29,19574695.0,483495,Cash,Completed
T00002264,L0001115,P001163,A00271,C006663,Chattogram,2022-09-21,13555018.0,234502,Installment,Completed
T00002265,L0007805,P000216,A00005,C004371,Mymensingh,2024-09-04,6265404.0,202373,Installment,Completed
T00002266,L0005409,P000953,A00261,C005733,Dhaka,2024-08-16,8513695.0,189004,Mortgage,Completed
T00002267,L0007522,P004118,A00055,C007494,Rangpur,2023-03-07,7625466.0,253165,Mortgage,Completed
T00002268,L0007516,P003533,A00160,C002008,Dhaka,2022-08-09,11911774.0,322809,Mortgage,Completed
T00002269,L0005659,P001652,A00037,C005183,Mymensingh,2023-07-15,9404953.0,252993,Cash,Completed
T00002270,L0002485,P003780,A00011,C004923,Rangpur,2025-04-10,12003263.0,312085,Cash,Completed
T00002271,L0003597,P003854,A00050,C000181,Dhaka,2022-12-20,11075196.0,227042,Cash,Completed
T00002272,L0005674,P003459,A00269,C001449,Dhaka,2022-06-19,10333650.0,271775,Mortgage,Disputed
T00002273,L0007654,P001361,A00201,C005995,Chattogram,2022-03-16,7942625.0,164412,Cash,Completed
T00002274,L0008320,P002558,A00244,C007973,Sylhet,2024-01-20,6331130.0,197531,Mortgage,Completed
T00002275,L0005673,P003933,A00126,C003583,Barishal,2024-06-26,7748702.0,193718,Mortgage,Completed
T00002276,L0002714,P000248,A00266,C005354,Dhaka,2023-03-25,33744586.0,846989,Cash,Completed
T00002277,L0005237,P002197,A00055,C003426,Dhaka,2023-03-15,28973903.0,961934,Cash,Completed
T00002278,L0006935,P000306,A00287,C004947,Chattogram,2023-02-10,21711390.0,377778,Mortgage,Completed
T00002279,L0006741,P003632,A00068,C004237,Sylhet,2024-12-30,17496301.0,460153,Mortgage,Completed
T00002280,L0004406,P003556,A00163,C004291,Khulna,2023-08-09,7586287.0,189657,Cash,Completed
T00002281,L0003968,P002713,A00183,C000760,Dhaka,2024-02-10,13102915.0,417983,Cash,Disputed
T00002282,L0003330,P003568,A00231,C002182,Rangpur,2024-02-19,9624348.0,251195,Cash,Completed
T00002283,L0007493,P002574,A00064,C003332,Chattogram,2022-09-10,12375427.0,300723,Mortgage,Completed
T00002284,L0004565,P001381,A00066,C003670,Sylhet,2022-09-17,14760810.0,304073,Mortgage,Completed
T00002285,L0005041,P000267,A00262,C001489,Dhaka,2024-10-04,9527380.0,275341,Mortgage,Completed
T00002286,L0004786,P000299,A00248,C001764,Rangpur,2023-06-14,14490265.0,310092,Mortgage,Completed
T00002287,L0006802,P002746,A00295,C003979,Chattogram,2024-10-25,10449110.0,215252,Mortgage,Completed
T00002288,L0002365,P001623,A00269,C004070,Rangpur,2023-04-29,4442442.0,116836,Mortgage,Completed
T00002289,L0008062,P001119,A00081,C003679,Chattogram,2024-10-13,13932631.0,319057,Mortgage,Completed
T00002290,L0007967,P002155,A00285,C004106,Mymensingh,2024-11-08,13719517.0,382775,Cash,Completed
T00002291,L0008015,P002229,A00061,C004382,Khulna,2022-12-02,16409167.0,421716,Mortgage,Completed
T00002292,L0003589,P000745,A00179,C006583,Rangpur,2024-04-30,7731576.0,195609,Mortgage,Completed
T00002293,L0006980,P000541,A00169,C004202,Barishal,2024-02-19,7693189.0,163865,Mortgage,Completed
T00002294,L0000925,P001632,A00287,C005945,Dhaka,2024-11-22,20913266.0,363891,Mortgage,Completed
T00002295,L0001869,P001450,A00153,C002386,Rangpur,2022-03-24,18260867.0,529565,Cash,Completed
T00002296,L0005606,P001984,A00057,C001878,Barishal,2022-12-22,6368204.0,150926,Installment,Completed
T00002297,L0002502,P001089,A00054,C001386,Mymensingh,2022-11-07,9476019.0,263433,Cash,Completed
T00002298,L0002682,P000830,A00129,C007215,Sylhet,2023-12-23,8941184.0,167200,Installment,Completed
T00002299,L0000076,P004044,A00125,C000757,Dhaka,2024-07-28,14695243.0,307131,Mortgage,Completed
T00002300,L0002022,P001855,A00284,C003448,Mymensingh,2023-09-10,7691960.0,161531,Installment,Completed
T00002301,L0002038,P001667,A00201,C001862,Mymensingh,2023-03-08,5684191.0,117663,Cash,Completed
T00002302,L0005589,P001918,A00239,C006928,Dhaka,2024-10-01,,1007105,Mortgage,Completed
T00002303,L0002987,P000972,A00071,C007506,Barishal,2022-03-06,5727412.0,171250,Cash,Completed
T00002304,L0003262,P003114,A00228,C004439,Dhaka,2022-03-06,26046563.0,682420,Mortgage,Completed
T00002305,L0000080,P001384,A00055,C001821,Dhaka,2022-12-25,8081891.0,268319,Mortgage,Completed
T00002306,L0003126,P004199,A00113,C002376,Dhaka,2024-03-02,26053910.0,768590,Cash,Completed
T00002307,L0005336,P003859,A00279,C002740,Barishal,2023-02-19,7914931.0,155133,Cash,Completed
T00002308,L0000334,P000989,A00016,C005853,Mymensingh,2024-08-26,8648560.0,194593,Mortgage,Completed
T00002309,L0002860,P003773,A00141,C005330,Dhaka,2023-05-07,14280132.0,291315,Mortgage,Completed
T00002310,L0005028,P003146,A00278,C002781,Dhaka,2022-03-19,13611219.0,385197,Cash,Completed
T00002311,L0007631,P004102,A00236,C001754,Khulna,2024-09-18,14858037.0,245158,Cash,Completed
T00002312,L0005484,P001383,A00090,C000797,Khulna,2024-06-03,7972336.0,212861,Cash,Completed
T00002313,L0008339,P004374,A00280,C007804,Dhaka,2024-01-29,11191533.0,261882,Mortgage,Completed
T00002314,L0003442,P003452,A00104,C002509,Barishal,2024-12-06,15232308.0,365575,Cash,Completed
T00002315,L0002730,P002496,A00022,C002879,Dhaka,2024-01-28,9489267.0,258108,Mortgage,Completed
T00002316,L0002914,P000686,A00110,C004020,Chattogram,2023-04-14,12529481.0,264372,Mortgage,Completed
T00002317,L0004056,P002621,A00089,C007453,Rajshahi,2024-11-09,8203720.0,283028,Mortgage,Completed
T00002318,L0001181,P001765,A00235,C001457,Dhaka,2024-11-28,13916971.0,283906,Mortgage,Completed
T00002319,L0004283,P000331,A00295,C006915,Dhaka,2024-08-05,10722986.0,220894,Mortgage,Completed
T00002320,L0001815,P003046,A00125,C003724,Chattogram,2025-01-16,18841999.0,393798,Mortgage,Completed
T00002321,L0001593,P002706,A00104,C006807,Khulna,2024-10-05,5984572.0,143630,Mortgage,Completed
T00002322,L0000315,P003085,A00109,C005836,Rangpur,2022-11-24,18765031.0,294611,Mortgage,Completed
T00002323,L0000003,P004113,A00039,C007413,Khulna,2024-10-01,5908273.0,138254,Installment,Completed
T00002324,L0006078,P000132,A00164,C004841,Dhaka,2022-01-23,17414417.0,414463,Mortgage,Completed
T00002325,L0007830,P004093,A00189,C004684,Dhaka,2022-03-25,14200570.0,292532,Cash,Completed
T00002326,L0001733,P000758,A00235,C002021,Khulna,2023-01-12,18449569.0,376371,Mortgage,Completed
T00002327,L0007172,P003069,A00151,C005828,Khulna,2023-04-11,22799326.0,421788,Cash,Completed
T00002328,L0003341,P004141,A00184,C000637,Dhaka,2023-01-13,14422350.0,438439,Mortgage,Completed
T00002329,L0003726,P004281,A00087,C006317,Mymensingh,2023-04-04,3768189.0,106640,Cash,Completed
T00002330,L0004018,P002781,A00248,C005245,Khulna,2022-11-19,7340481.0,157086,Cash,Completed
T00002331,L0002158,P000548,A00292,C006206,Mymensingh,2024-07-09,8208736.0,204398,Cash,Completed
T00002332,L0003232,P000846,A00037,C007774,Mymensingh,2024-06-22,9822017.0,264212,Installment,Completed
T00002333,L0005630,P000204,A00203,C000635,Dhaka,2022-10-06,20970595.0,461353,Installment,Disputed
T00002334,L0000112,P001974,A00238,C005915,Dhaka,2022-12-12,,553809,Mortgage,Completed
T00002335,L0008170,P000916,A00078,C007953,Barishal,2022-10-10,12263827.0,223202,Cash,Completed
T00002336,L0004015,P004322,A00246,C004313,Dhaka,2023-12-18,12771665.0,300134,Mortgage,Completed
T00002337,L0007017,P003913,A00016,C003031,Khulna,2024-07-11,6899206.0,155232,Mortgage,Completed
T00002338,L0005616,P001024,A00009,C001772,Rajshahi,2022-04-19,17987339.0,411910,Mortgage,Completed
T00002339,L0005672,P000388,A00236,C007267,Dhaka,2022-02-10,22144493.0,365384,Mortgage,Completed
T00002340,L0001684,P000981,A00001,C005245,Rajshahi,2023-08-12,17452857.0,452029,Installment,Completed
T00002341,L0007595,P002277,A00143,C007375,Chattogram,2022-07-08,10852818.0,290856,Cash,Completed
T00002342,L0002931,P000132,A00176,C000948,Dhaka,2023-02-11,17125571.0,470953,Cash,Completed
T00002343,L0007146,P003017,A00052,C006826,Dhaka,2022-06-11,13096760.0,354922,Mortgage,Completed
T00002344,L0005247,P000832,A00231,C005983,Chattogram,2023-08-19,35772061.0,933651,Cash,Completed
T00002345,L0003367,P000431,A00046,C003436,Rangpur,2022-06-02,11581099.0,200353,Mortgage,Completed
T00002346,L0003335,P001588,A00297,C002998,Rangpur,2023-07-24,9939010.0,204744,Cash,Completed
T00002347,L0001572,P000354,A00273,C004057,Barishal,2024-08-01,11799721.0,248974,Mortgage,Completed
T00002348,L0004791,P002846,A00291,C007988,Khulna,2022-07-16,7935570.0,195215,Installment,Completed
T00002349,L0003921,P001841,A00274,C000251,Mymensingh,2024-07-04,7638504.0,146659,Mortgage,Completed
T00002350,L0002242,P002105,A00239,C000057,Dhaka,2022-10-09,23230340.0,583082,Cash,Completed
T00002351,L0005687,P003412,A00037,C004819,Sylhet,2023-12-05,13235272.0,356029,Cash,Completed
T00002352,L0002801,P002073,A00133,C002294,Rangpur,2022-08-22,9099625.0,223851,Mortgage,Completed
T00002353,L0003075,P002718,A00047,C002587,Dhaka,2023-01-07,11887524.0,282923,Cash,Completed
T00002354,L0001649,P000225,A00040,C005109,Mymensingh,2024-04-17,20840111.0,635623,Mortgage,Completed
T00002355,L0005141,P002902,A00111,C002843,Rajshahi,2023-05-13,14110468.0,300553,Mortgage,Completed
T00002356,L0005196,P002214,A00204,C004548,Rangpur,2023-08-10,5638545.0,112771,Cash,Completed
T00002357,L0004442,P002826,A00004,C005094,Dhaka,2025-02-15,18716800.0,486637,Cash,Completed
T00002358,L0005949,P001880,A00110,C000630,Mymensingh,2025-01-19,13046008.0,275271,Cash,Completed
T00002359,L0008344,P003102,A00234,C007236,Dhaka,2024-11-28,32900383.0,1013332,Mortgage,Completed
T00002360,L0004724,P003798,A00107,C006167,Khulna,2023-10-17,8756002.0,190005,Cash,Completed
T00002361,L0001995,P000394,A00079,C002567,Khulna,2024-11-14,19829209.0,366840,Mortgage,Completed
T00002362,L0000805,P003234,A00119,C002284,Chattogram,2024-06-06,13294317.0,284498,Cash,Completed
T00002363,L0007941,P001972,A00094,C000653,Barishal,2024-08-04,10043601.0,276199,Cash,Completed
T00002364,L0001439,P000879,A00203,C004800,Sylhet,2024-05-03,26811418.0,589851,Installment,Completed
T00002365,L0000869,P001802,A00038,C003243,Mymensingh,2023-12-21,7192128.0,164700,Mortgage,Completed
T00002366,L0000588,P003883,A00300,C007655,Mymensingh,2024-05-07,13683740.0,318831,Cash,Completed
T00002367,L0008002,P002146,A00084,C006293,Dhaka,2022-09-20,40338906.0,1052845,Mortgage,Completed
T00002368,L0000287,P001046,A00062,C003054,Chattogram,2022-08-13,13139292.0,307459,Mortgage,Completed
